ACT_ID	CIDX	AIDX	RIDX	TYPE	RELATION	VALUE	UPPER_VALUE	UNITS	TEXT_VALUE	ACTIVITY_COMMENT	CRIDX
ACT_INH_2338	EOS101731	1_LEY	LEY_VERO	inhibition	=	0.57		%			LEY_VERO
ACT_INH_2339	EOS101732	1_LEY	LEY_VERO	inhibition	=	0.13		%			LEY_VERO
ACT_INH_2340	EOS101733	1_LEY	LEY_VERO	inhibition	=	0.01		%			LEY_VERO
ACT_INH_2341	EOS101734	1_LEY	LEY_VERO	inhibition	=	1.08		%			LEY_VERO
ACT_INH_2342	EOS101735	1_LEY	LEY_VERO	inhibition	=	0.09		%			LEY_VERO
ACT_INH_2343	EOS101736	1_LEY	LEY_VERO	inhibition	=	0.74		%			LEY_VERO
ACT_INH_2344	EOS101737	1_LEY	LEY_VERO	inhibition	=	0.48		%			LEY_VERO
ACT_INH_2345	EOS101738	1_LEY	LEY_VERO	inhibition	=	1.07		%			LEY_VERO
ACT_INH_2346	EOS101739	1_LEY	LEY_VERO	inhibition	=	-0.25		%			LEY_VERO
ACT_INH_2347	EOS101740	1_LEY	LEY_VERO	inhibition	=	11.58		%			LEY_VERO
ACT_INH_2348	EOS101741	1_LEY	LEY_VERO	inhibition	=	-0.13		%			LEY_VERO
ACT_INH_2349	EOS101742	1_LEY	LEY_VERO	inhibition	=	-0.14		%			LEY_VERO
ACT_INH_2350	EOS101743	1_LEY	LEY_VERO	inhibition	=	0.07		%			LEY_VERO
ACT_INH_2351	EOS101744	1_LEY	LEY_VERO	inhibition	=	0.52		%			LEY_VERO
ACT_INH_2352	EOS101745	1_LEY	LEY_VERO	inhibition	=	2.17		%			LEY_VERO
ACT_INH_2353	EOS101746	1_LEY	LEY_VERO	inhibition	=	-0.12		%			LEY_VERO
ACT_INH_2354	EOS101747	1_LEY	LEY_VERO	inhibition	=	-0.37		%			LEY_VERO
ACT_INH_2355	EOS101748	1_LEY	LEY_VERO	inhibition	=	0.2		%			LEY_VERO
ACT_INH_2356	EOS101749	1_LEY	LEY_VERO	inhibition	=	-0.17		%			LEY_VERO
ACT_INH_2357	EOS101750	1_LEY	LEY_VERO	inhibition	=	-0.2		%			LEY_VERO
ACT_INH_2358	EOS101751	1_LEY	LEY_VERO	inhibition	=	0		%			LEY_VERO
ACT_INH_2359	EOS101752	1_LEY	LEY_VERO	inhibition	=	-0.38		%			LEY_VERO
ACT_INH_2360	EOS101753	1_LEY	LEY_VERO	inhibition	=	0.06		%			LEY_VERO
ACT_INH_2361	EOS101754	1_LEY	LEY_VERO	inhibition	=	-0.2		%			LEY_VERO
ACT_INH_2362	EOS101755	1_LEY	LEY_VERO	inhibition	=	7.74		%			LEY_VERO
ACT_INH_2363	EOS101756	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2364	EOS101757	1_LEY	LEY_VERO	inhibition	=	0.05		%			LEY_VERO
ACT_INH_2365	EOS101758	1_LEY	LEY_VERO	inhibition	=	-0.12		%			LEY_VERO
ACT_INH_2366	EOS101759	1_LEY	LEY_VERO	inhibition	=	0.1		%			LEY_VERO
ACT_INH_2367	EOS101760	1_LEY	LEY_VERO	inhibition	=	1.29		%			LEY_VERO
ACT_INH_2368	EOS101761	1_LEY	LEY_VERO	inhibition	=	0.25		%			LEY_VERO
ACT_INH_2369	EOS101762	1_LEY	LEY_VERO	inhibition	=	-0.08		%			LEY_VERO
ACT_INH_2370	EOS101763	1_LEY	LEY_VERO	inhibition	=	0.16		%			LEY_VERO
ACT_INH_2371	EOS101764	1_LEY	LEY_VERO	inhibition	=	0.74		%			LEY_VERO
ACT_INH_2372	EOS101765	1_LEY	LEY_VERO	inhibition	=	-0.29		%			LEY_VERO
ACT_INH_2373	EOS101766	1_LEY	LEY_VERO	inhibition	=	0.43		%			LEY_VERO
ACT_INH_2374	EOS101767	1_LEY	LEY_VERO	inhibition	=	0.03		%			LEY_VERO
ACT_INH_2375	EOS101768	1_LEY	LEY_VERO	inhibition	=	4.07		%			LEY_VERO
ACT_INH_2376	EOS101769	1_LEY	LEY_VERO	inhibition	=	0.17		%			LEY_VERO
ACT_INH_2377	EOS101770	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2378	EOS101771	1_LEY	LEY_VERO	inhibition	=	50.01		%			LEY_VERO
ACT_INH_2379	EOS101772	1_LEY	LEY_VERO	inhibition	=	0.5		%			LEY_VERO
ACT_INH_2380	EOS101773	1_LEY	LEY_VERO	inhibition	=	-0.19		%			LEY_VERO
ACT_INH_2381	EOS101774	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2382	EOS101775	1_LEY	LEY_VERO	inhibition	=	-0.01		%			LEY_VERO
ACT_INH_2383	EOS101776	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2384	EOS101777	1_LEY	LEY_VERO	inhibition	=	-0.04		%			LEY_VERO
ACT_INH_2385	EOS101778	1_LEY	LEY_VERO	inhibition	=	0.55		%			LEY_VERO
ACT_INH_2386	EOS101779	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2387	EOS101780	1_LEY	LEY_VERO	inhibition	=	-0.15		%			LEY_VERO
ACT_INH_2388	EOS101781	1_LEY	LEY_VERO	inhibition	=	2.48		%			LEY_VERO
ACT_INH_2389	EOS101782	1_LEY	LEY_VERO	inhibition	=	0.03		%			LEY_VERO
ACT_INH_2390	EOS101783	1_LEY	LEY_VERO	inhibition	=	-0.17		%			LEY_VERO
ACT_INH_2391	EOS101784	1_LEY	LEY_VERO	inhibition	=	-0.18		%			LEY_VERO
ACT_INH_2392	EOS101785	1_LEY	LEY_VERO	inhibition	=	0.16		%			LEY_VERO
ACT_INH_2393	EOS101786	1_LEY	LEY_VERO	inhibition	=	-0.03		%			LEY_VERO
ACT_INH_2394	EOS101787	1_LEY	LEY_VERO	inhibition	=	-0.23		%			LEY_VERO
ACT_INH_2395	EOS101788	1_LEY	LEY_VERO	inhibition	=	-0.28		%			LEY_VERO
ACT_INH_2396	EOS101789	1_LEY	LEY_VERO	inhibition	=	-0.08		%			LEY_VERO
ACT_INH_2397	EOS101790	1_LEY	LEY_VERO	inhibition	=	0		%			LEY_VERO
ACT_INH_2398	EOS101791	1_LEY	LEY_VERO	inhibition	=	-0.09		%			LEY_VERO
ACT_INH_2399	EOS101792	1_LEY	LEY_VERO	inhibition	=	-0.12		%			LEY_VERO
ACT_INH_2400	EOS101793	1_LEY	LEY_VERO	inhibition	=	0.03		%			LEY_VERO
ACT_INH_2401	EOS101794	1_LEY	LEY_VERO	inhibition	=	6.28		%			LEY_VERO
ACT_INH_2402	EOS101795	1_LEY	LEY_VERO	inhibition	=	-0.14		%			LEY_VERO
ACT_INH_2403	EOS101796	1_LEY	LEY_VERO	inhibition	=	-0.04		%			LEY_VERO
ACT_INH_2404	EOS101797	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2405	EOS101798	1_LEY	LEY_VERO	inhibition	=	0.19		%			LEY_VERO
ACT_INH_2406	EOS101799	1_LEY	LEY_VERO	inhibition	=	-0.01		%			LEY_VERO
ACT_INH_2407	EOS101800	1_LEY	LEY_VERO	inhibition	=	-0.02		%			LEY_VERO
ACT_INH_2408	EOS101801	1_LEY	LEY_VERO	inhibition	=	9.53		%			LEY_VERO
ACT_INH_2409	EOS101802	1_LEY	LEY_VERO	inhibition	=	-0.13		%			LEY_VERO
ACT_INH_2410	EOS101803	1_LEY	LEY_VERO	inhibition	=	-0.05		%			LEY_VERO
ACT_INH_2411	EOS101804	1_LEY	LEY_VERO	inhibition	=	27.95		%			LEY_VERO
ACT_INH_2412	EOS101805	1_LEY	LEY_VERO	inhibition	=	0.01		%			LEY_VERO
ACT_INH_2413	EOS101806	1_LEY	LEY_VERO	inhibition	=	-0.07		%			LEY_VERO
ACT_INH_2414	EOS101807	1_LEY	LEY_VERO	inhibition	=	-0.15		%			LEY_VERO
ACT_INH_2415	EOS101808	1_LEY	LEY_VERO	inhibition	=	11.5		%			LEY_VERO
ACT_INH_2416	EOS101809	1_LEY	LEY_VERO	inhibition	=	3.13		%			LEY_VERO
ACT_INH_2417	EOS101810	1_LEY	LEY_VERO	inhibition	=	2.79		%			LEY_VERO
ACT_INH_2418	EOS101811	1_LEY	LEY_VERO	inhibition	=	-0.02		%			LEY_VERO
ACT_INH_2419	EOS101812	1_LEY	LEY_VERO	inhibition	=	-0.02		%			LEY_VERO
ACT_INH_2420	EOS101813	1_LEY	LEY_VERO	inhibition	=	-0.01		%			LEY_VERO
ACT_INH_2421	EOS101814	1_LEY	LEY_VERO	inhibition	=	-0.02		%			LEY_VERO
ACT_INH_2422	EOS101815	1_LEY	LEY_VERO	inhibition	=	-0.03		%			LEY_VERO
ACT_INH_2423	EOS101816	1_LEY	LEY_VERO	inhibition	=	0.09		%			LEY_VERO
ACT_INH_2424	EOS101817	1_LEY	LEY_VERO	inhibition	=	-0.05		%			LEY_VERO
ACT_INH_2425	EOS101818	1_LEY	LEY_VERO	inhibition	=	-0.04		%			LEY_VERO
ACT_INH_2426	EOS101819	1_LEY	LEY_VERO	inhibition	=	-0.01		%			LEY_VERO
ACT_INH_2427	EOS101820	1_LEY	LEY_VERO	inhibition	=	0.12		%			LEY_VERO
ACT_INH_2428	EOS101821	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2429	EOS101822	1_LEY	LEY_VERO	inhibition	=	0.1		%			LEY_VERO
ACT_INH_2430	EOS101823	1_LEY	LEY_VERO	inhibition	=	-0.02		%			LEY_VERO
ACT_INH_2431	EOS101824	1_LEY	LEY_VERO	inhibition	=	-0.07		%			LEY_VERO
ACT_INH_2432	EOS101825	1_LEY	LEY_VERO	inhibition	=	0.05		%			LEY_VERO
ACT_INH_2433	EOS101826	1_LEY	LEY_VERO	inhibition	=	-0.2		%			LEY_VERO
ACT_INH_2434	EOS101827	1_LEY	LEY_VERO	inhibition	=	-0.26		%			LEY_VERO
ACT_INH_2435	EOS101828	1_LEY	LEY_VERO	inhibition	=	0		%			LEY_VERO
ACT_INH_2436	EOS101829	1_LEY	LEY_VERO	inhibition	=	-0.07		%			LEY_VERO
ACT_INH_2437	EOS101830	1_LEY	LEY_VERO	inhibition	=	-0.16		%			LEY_VERO
ACT_INH_2438	EOS101831	1_LEY	LEY_VERO	inhibition	=	-0.05		%			LEY_VERO
ACT_INH_2439	EOS101832	1_LEY	LEY_VERO	inhibition	=	13.9		%			LEY_VERO
ACT_INH_2440	EOS101833	1_LEY	LEY_VERO	inhibition	=	0.45		%			LEY_VERO
ACT_INH_2441	EOS101834	1_LEY	LEY_VERO	inhibition	=	-0.05		%			LEY_VERO
ACT_INH_2442	EOS101835	1_LEY	LEY_VERO	inhibition	=	-0.04		%			LEY_VERO
ACT_INH_2443	EOS101836	1_LEY	LEY_VERO	inhibition	=	0.05		%			LEY_VERO
ACT_INH_2444	EOS101837	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2445	EOS101838	1_LEY	LEY_VERO	inhibition	=	-0.07		%			LEY_VERO
ACT_INH_2446	EOS101839	1_LEY	LEY_VERO	inhibition	=	-0.14		%			LEY_VERO
ACT_INH_2447	EOS101840	1_LEY	LEY_VERO	inhibition	=	0.06		%			LEY_VERO
ACT_INH_2448	EOS101841	1_LEY	LEY_VERO	inhibition	=	-0.04		%			LEY_VERO
ACT_INH_2449	EOS101842	1_LEY	LEY_VERO	inhibition	=	0.04		%			LEY_VERO
ACT_INH_2450	EOS101843	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2451	EOS101844	1_LEY	LEY_VERO	inhibition	=	-0.17		%			LEY_VERO
ACT_INH_2452	EOS101845	1_LEY	LEY_VERO	inhibition	=	0.31		%			LEY_VERO
ACT_INH_2453	EOS101846	1_LEY	LEY_VERO	inhibition	=	0		%			LEY_VERO
ACT_INH_2454	EOS101847	1_LEY	LEY_VERO	inhibition	=	0.08		%			LEY_VERO
ACT_INH_2455	EOS101848	1_LEY	LEY_VERO	inhibition	=	2.18		%			LEY_VERO
ACT_INH_2456	EOS101849	1_LEY	LEY_VERO	inhibition	=	0.02		%			LEY_VERO
ACT_INH_2457	EOS101850	1_LEY	LEY_VERO	inhibition	=	-0.18		%			LEY_VERO
ACT_INH_2458	EOS101851	1_LEY	LEY_VERO	inhibition	=	-0.12		%			LEY_VERO
ACT_INH_2459	EOS101852	1_LEY	LEY_VERO	inhibition	=	0.3		%			LEY_VERO
ACT_INH_2460	EOS101853	1_LEY	LEY_VERO	inhibition	=	0.21		%			LEY_VERO
ACT_INH_2461	EOS101854	1_LEY	LEY_VERO	inhibition	=	-0.07		%			LEY_VERO
ACT_INH_2462	EOS101855	1_LEY	LEY_VERO	inhibition	=	0.3		%			LEY_VERO
ACT_INH_2463	EOS101856	1_LEY	LEY_VERO	inhibition	=	0.31		%			LEY_VERO
ACT_INH_2464	EOS101857	1_LEY	LEY_VERO	inhibition	=	0.59		%			LEY_VERO
ACT_INH_2465	EOS101858	1_LEY	LEY_VERO	inhibition	=	-0.09		%			LEY_VERO
ACT_INH_2466	EOS101859	1_LEY	LEY_VERO	inhibition	=	-0.06		%			LEY_VERO
ACT_INH_2467	EOS101860	1_LEY	LEY_VERO	inhibition	=	-0.13		%			LEY_VERO
ACT_INH_2468	EOS101861	1_LEY	LEY_VERO	inhibition	=	-0.03		%			LEY_VERO
ACT_INH_2469	EOS101862	1_LEY	LEY_VERO	inhibition	=	-0.09		%			LEY_VERO
ACT_INH_2470	EOS101863	1_LEY	LEY_VERO	inhibition	=	-0.04		%			LEY_VERO
ACT_INH_2471	EOS101864	1_LEY	LEY_VERO	inhibition	=	-0.08		%			LEY_VERO
ACT_INH_2472	EOS101865	1_LEY	LEY_VERO	inhibition	=	-0.24		%			LEY_VERO
ACT_INH_2473	EOS101866	1_LEY	LEY_VERO	inhibition	=	1.12		%			LEY_VERO
ACT_INH_2474	EOS101867	1_LEY	LEY_VERO	inhibition	=	-0.18		%			LEY_VERO
ACT_INH_2475	EOS101868	1_LEY	LEY_VERO	inhibition	=	-0.13		%			LEY_VERO
ACT_INH_2476	EOS101869	1_LEY	LEY_VERO	inhibition	=	0.11		%			LEY_VERO
ACT_INH_2477	EOS101870	1_LEY	LEY_VERO	inhibition	=	0.05		%			LEY_VERO
ACT_INH_2478	EOS101871	1_LEY	LEY_VERO	inhibition	=	-0.08		%			LEY_VERO
ACT_INH_2479	EOS101872	1_LEY	LEY_VERO	inhibition	=	0		%			LEY_VERO
ACT_INH_2480	EOS101873	1_LEY	LEY_VERO	inhibition	=	-0.04		%			LEY_VERO
ACT_INH_2481	EOS101874	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2482	EOS101875	1_LEY	LEY_VERO	inhibition	=	-0.12		%			LEY_VERO
ACT_INH_2483	EOS101876	1_LEY	LEY_VERO	inhibition	=	-0.12		%			LEY_VERO
ACT_INH_2484	EOS101877	1_LEY	LEY_VERO	inhibition	=	-0.04		%			LEY_VERO
ACT_INH_2485	EOS101878	1_LEY	LEY_VERO	inhibition	=	-0.08		%			LEY_VERO
ACT_INH_2486	EOS101879	1_LEY	LEY_VERO	inhibition	=	0		%			LEY_VERO
ACT_INH_2487	EOS101880	1_LEY	LEY_VERO	inhibition	=	0.02		%			LEY_VERO
ACT_INH_2488	EOS101881	1_LEY	LEY_VERO	inhibition	=	0.08		%			LEY_VERO
ACT_INH_2489	EOS101882	1_LEY	LEY_VERO	inhibition	=	0.93		%			LEY_VERO
ACT_INH_2490	EOS101883	1_LEY	LEY_VERO	inhibition	=	-0.04		%			LEY_VERO
ACT_INH_2491	EOS101884	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2492	EOS101885	1_LEY	LEY_VERO	inhibition	=	-0.04		%			LEY_VERO
ACT_INH_2493	EOS101886	1_LEY	LEY_VERO	inhibition	=	0.37		%			LEY_VERO
ACT_INH_2494	EOS101887	1_LEY	LEY_VERO	inhibition	=	0.48		%			LEY_VERO
ACT_INH_2495	EOS101888	1_LEY	LEY_VERO	inhibition	=	0.04		%			LEY_VERO
ACT_INH_2496	EOS101889	1_LEY	LEY_VERO	inhibition	=	-0.06		%			LEY_VERO
ACT_INH_2497	EOS101890	1_LEY	LEY_VERO	inhibition	=	0.15		%			LEY_VERO
ACT_INH_2498	EOS101891	1_LEY	LEY_VERO	inhibition	=	-0.04		%			LEY_VERO
ACT_INH_2499	EOS101892	1_LEY	LEY_VERO	inhibition	=	0.18		%			LEY_VERO
ACT_INH_2500	EOS101893	1_LEY	LEY_VERO	inhibition	=	-0.1		%			LEY_VERO
ACT_INH_2501	EOS101894	1_LEY	LEY_VERO	inhibition	=	0.06		%			LEY_VERO
ACT_INH_2502	EOS101895	1_LEY	LEY_VERO	inhibition	=	0.13		%			LEY_VERO
ACT_INH_2503	EOS101896	1_LEY	LEY_VERO	inhibition	=	0.14		%			LEY_VERO
ACT_INH_2504	EOS101897	1_LEY	LEY_VERO	inhibition	=	-0.1		%			LEY_VERO
ACT_INH_2505	EOS101898	1_LEY	LEY_VERO	inhibition	=	0.04		%			LEY_VERO
ACT_INH_2506	EOS101899	1_LEY	LEY_VERO	inhibition	=	-0.12		%			LEY_VERO
ACT_INH_2507	EOS101900	1_LEY	LEY_VERO	inhibition	=	0.17		%			LEY_VERO
ACT_INH_2508	EOS101901	1_LEY	LEY_VERO	inhibition	=	0.35		%			LEY_VERO
ACT_INH_2509	EOS101902	1_LEY	LEY_VERO	inhibition	=	0.19		%			LEY_VERO
ACT_INH_2510	EOS101903	1_LEY	LEY_VERO	inhibition	=	8.13		%			LEY_VERO
ACT_INH_2511	EOS101904	1_LEY	LEY_VERO	inhibition	=	1.53		%			LEY_VERO
ACT_INH_2512	EOS101905	1_LEY	LEY_VERO	inhibition	=	-0.09		%			LEY_VERO
ACT_INH_2513	EOS101906	1_LEY	LEY_VERO	inhibition	=	0.05		%			LEY_VERO
ACT_INH_2514	EOS101907	1_LEY	LEY_VERO	inhibition	=	-0.15		%			LEY_VERO
ACT_INH_2515	EOS101908	1_LEY	LEY_VERO	inhibition	=	-0.09		%			LEY_VERO
ACT_INH_2516	EOS101909	1_LEY	LEY_VERO	inhibition	=	-0.1		%			LEY_VERO
ACT_INH_2517	EOS101910	1_LEY	LEY_VERO	inhibition	=	0.33		%			LEY_VERO
ACT_INH_2518	EOS101911	1_LEY	LEY_VERO	inhibition	=	-0.19		%			LEY_VERO
ACT_INH_2519	EOS101912	1_LEY	LEY_VERO	inhibition	=	-0.08		%			LEY_VERO
ACT_INH_2520	EOS101913	1_LEY	LEY_VERO	inhibition	=	0.2		%			LEY_VERO
ACT_INH_2521	EOS101914	1_LEY	LEY_VERO	inhibition	=	-0.1		%			LEY_VERO
ACT_INH_2522	EOS101915	1_LEY	LEY_VERO	inhibition	=	-0.07		%			LEY_VERO
ACT_INH_2523	EOS101916	1_LEY	LEY_VERO	inhibition	=	1.34		%			LEY_VERO
ACT_INH_2524	EOS101917	1_LEY	LEY_VERO	inhibition	=	-0.13		%			LEY_VERO
ACT_INH_2525	EOS101918	1_LEY	LEY_VERO	inhibition	=	-0.19		%			LEY_VERO
ACT_INH_2526	EOS101919	1_LEY	LEY_VERO	inhibition	=	-0.09		%			LEY_VERO
ACT_INH_2527	EOS101920	1_LEY	LEY_VERO	inhibition	=	-0.1		%			LEY_VERO
ACT_INH_2528	EOS101921	1_LEY	LEY_VERO	inhibition	=	0.04		%			LEY_VERO
ACT_INH_2529	EOS101922	1_LEY	LEY_VERO	inhibition	=	-0.13		%			LEY_VERO
ACT_INH_2530	EOS101923	1_LEY	LEY_VERO	inhibition	=	-0.09		%			LEY_VERO
ACT_INH_2531	EOS101924	1_LEY	LEY_VERO	inhibition	=	0.22		%			LEY_VERO
ACT_INH_2532	EOS101925	1_LEY	LEY_VERO	inhibition	=	-0.09		%			LEY_VERO
ACT_INH_2533	EOS101926	1_LEY	LEY_VERO	inhibition	=	0.14		%			LEY_VERO
ACT_INH_2534	EOS101927	1_LEY	LEY_VERO	inhibition	=	-0.21		%			LEY_VERO
ACT_INH_2535	EOS101928	1_LEY	LEY_VERO	inhibition	=	0.01		%			LEY_VERO
ACT_INH_2536	EOS101929	1_LEY	LEY_VERO	inhibition	=	-0.03		%			LEY_VERO
ACT_INH_2537	EOS101930	1_LEY	LEY_VERO	inhibition	=	0.02		%			LEY_VERO
ACT_INH_2538	EOS101931	1_LEY	LEY_VERO	inhibition	=	-0.15		%			LEY_VERO
ACT_INH_2539	EOS101932	1_LEY	LEY_VERO	inhibition	=	-0.01		%			LEY_VERO
ACT_INH_2540	EOS101933	1_LEY	LEY_VERO	inhibition	=	0.02		%			LEY_VERO
ACT_INH_2541	EOS101934	1_LEY	LEY_VERO	inhibition	=	-0.05		%			LEY_VERO
ACT_INH_2542	EOS101935	1_LEY	LEY_VERO	inhibition	=	0.11		%			LEY_VERO
ACT_INH_2543	EOS101936	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2544	EOS101937	1_LEY	LEY_VERO	inhibition	=	0.58		%			LEY_VERO
ACT_INH_2545	EOS101938	1_LEY	LEY_VERO	inhibition	=	0.18		%			LEY_VERO
ACT_INH_2546	EOS101939	1_LEY	LEY_VERO	inhibition	=	0.52		%			LEY_VERO
ACT_INH_2547	EOS101940	1_LEY	LEY_VERO	inhibition	=	0.02		%			LEY_VERO
ACT_INH_2548	EOS101941	1_LEY	LEY_VERO	inhibition	=	0.61		%			LEY_VERO
ACT_INH_2549	EOS101942	1_LEY	LEY_VERO	inhibition	=	0.06		%			LEY_VERO
ACT_INH_2550	EOS101943	1_LEY	LEY_VERO	inhibition	=	-0.07		%			LEY_VERO
ACT_INH_2551	EOS101944	1_LEY	LEY_VERO	inhibition	=	-0.08		%			LEY_VERO
ACT_INH_2552	EOS101945	1_LEY	LEY_VERO	inhibition	=	0.03		%			LEY_VERO
ACT_INH_2553	EOS101946	1_LEY	LEY_VERO	inhibition	=	0.05		%			LEY_VERO
ACT_INH_2554	EOS101947	1_LEY	LEY_VERO	inhibition	=	-0.1		%			LEY_VERO
ACT_INH_2555	EOS101948	1_LEY	LEY_VERO	inhibition	=	-0.14		%			LEY_VERO
ACT_INH_2556	EOS101949	1_LEY	LEY_VERO	inhibition	=	-0.06		%			LEY_VERO
ACT_INH_2557	EOS101950	1_LEY	LEY_VERO	inhibition	=	-0.02		%			LEY_VERO
ACT_INH_2558	EOS101951	1_LEY	LEY_VERO	inhibition	=	0.19		%			LEY_VERO
ACT_INH_2559	EOS101952	1_LEY	LEY_VERO	inhibition	=	-0.29		%			LEY_VERO
ACT_INH_2560	EOS101953	1_LEY	LEY_VERO	inhibition	=	-0.14		%			LEY_VERO
ACT_INH_2561	EOS101954	1_LEY	LEY_VERO	inhibition	=	-0.14		%			LEY_VERO
ACT_INH_2562	EOS101955	1_LEY	LEY_VERO	inhibition	=	-0.13		%			LEY_VERO
ACT_INH_2563	EOS101956	1_LEY	LEY_VERO	inhibition	=	-0.1		%			LEY_VERO
ACT_INH_2564	EOS101957	1_LEY	LEY_VERO	inhibition	=	42.7		%			LEY_VERO
ACT_INH_2565	EOS101958	1_LEY	LEY_VERO	inhibition	=	40.85		%			LEY_VERO
ACT_INH_2566	EOS101959	1_LEY	LEY_VERO	inhibition	=	-0.03		%			LEY_VERO
ACT_INH_2567	EOS101960	1_LEY	LEY_VERO	inhibition	=	-0.28		%			LEY_VERO
ACT_INH_2568	EOS101961	1_LEY	LEY_VERO	inhibition	=	-0.05		%			LEY_VERO
ACT_INH_2569	EOS101962	1_LEY	LEY_VERO	inhibition	=	-0.1		%			LEY_VERO
ACT_INH_2570	EOS101963	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2571	EOS101964	1_LEY	LEY_VERO	inhibition	=	-0.16		%			LEY_VERO
ACT_INH_2572	EOS101965	1_LEY	LEY_VERO	inhibition	=	0.06		%			LEY_VERO
ACT_INH_2573	EOS101966	1_LEY	LEY_VERO	inhibition	=	0.09		%			LEY_VERO
ACT_INH_2574	EOS101967	1_LEY	LEY_VERO	inhibition	=	-0.03		%			LEY_VERO
ACT_INH_2575	EOS101968	1_LEY	LEY_VERO	inhibition	=	0.24		%			LEY_VERO
ACT_INH_2576	EOS101969	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2577	EOS101970	1_LEY	LEY_VERO	inhibition	=	0.05		%			LEY_VERO
ACT_INH_2578	EOS101971	1_LEY	LEY_VERO	inhibition	=	0.46		%			LEY_VERO
ACT_INH_2579	EOS101972	1_LEY	LEY_VERO	inhibition	=	-0.14		%			LEY_VERO
ACT_INH_2580	EOS101973	1_LEY	LEY_VERO	inhibition	=	-0.26		%			LEY_VERO
ACT_INH_2581	EOS101974	1_LEY	LEY_VERO	inhibition	=	-0.03		%			LEY_VERO
ACT_INH_2582	EOS101975	1_LEY	LEY_VERO	inhibition	=	0.04		%			LEY_VERO
ACT_INH_2583	EOS101976	1_LEY	LEY_VERO	inhibition	=	0.23		%			LEY_VERO
ACT_INH_2584	EOS101977	1_LEY	LEY_VERO	inhibition	=	-0.09		%			LEY_VERO
ACT_INH_2585	EOS101978	1_LEY	LEY_VERO	inhibition	=	-0.07		%			LEY_VERO
ACT_INH_2586	EOS101979	1_LEY	LEY_VERO	inhibition	=	-0.11		%			LEY_VERO
ACT_INH_2587	EOS101980	1_LEY	LEY_VERO	inhibition	=	0.23		%			LEY_VERO
ACT_INH_2588	EOS101981	1_LEY	LEY_VERO	inhibition	=	21.13		%			LEY_VERO
ACT_INH_2589	EOS101982	1_LEY	LEY_VERO	inhibition	=	0.12		%			LEY_VERO
ACT_INH_2590	EOS101983	1_LEY	LEY_VERO	inhibition	=	0.46		%			LEY_VERO
ACT_INH_2591	EOS101984	1_LEY	LEY_VERO	inhibition	=	-0.14		%			LEY_VERO
ACT_INH_2592	EOS101985	1_LEY	LEY_VERO	inhibition	=	-0.07		%			LEY_VERO
ACT_INH_2593	EOS101986	1_LEY	LEY_VERO	inhibition	=	-0.01		%			LEY_VERO
ACT_INH_2594	EOS101987	1_LEY	LEY_VERO	inhibition	=	0.07		%			LEY_VERO
ACT_INH_2595	EOS101988	1_LEY	LEY_VERO	inhibition	=	2.76		%			LEY_VERO
ACT_INH_2596	EOS101989	1_LEY	LEY_VERO	inhibition	=	-0.07		%			LEY_VERO
ACT_INH_2597	EOS101990	1_LEY	LEY_VERO	inhibition	=	0.19		%			LEY_VERO
ACT_INH_2598	EOS101991	1_LEY	LEY_VERO	inhibition	=	0		%			LEY_VERO
ACT_INH_2599	EOS101992	1_LEY	LEY_VERO	inhibition	=	0.08		%			LEY_VERO
ACT_INH_2600	EOS101993	1_LEY	LEY_VERO	inhibition	=	-0.08		%			LEY_VERO
ACT_INH_2601	EOS101994	1_LEY	LEY_VERO	inhibition	=	-0.06		%			LEY_VERO
ACT_INH_2602	EOS101995	1_LEY	LEY_VERO	inhibition	=	0.2		%			LEY_VERO
ACT_INH_2603	EOS101996	1_LEY	LEY_VERO	inhibition	=	-0.07		%			LEY_VERO
ACT_INH_2604	EOS101997	1_LEY	LEY_VERO	inhibition	=	-0.06		%			LEY_VERO
ACT_INH_2605	EOS101998	1_LEY	LEY_VERO	inhibition	=	-0.06		%			LEY_VERO
ACT_INH_2606	EOS101999	1_LEY	LEY_VERO	inhibition	=	-0.04		%			LEY_VERO
ACT_INH_2607	EOS102000	1_LEY	LEY_VERO	inhibition	=	0.2		%			LEY_VERO
