RIDX	PUBMED_ID	JOURNAL_NAME	YEAR	VOLUME	ISSUE	FIRST_PAGE	LAST_PAGE	REF_TYPE	TITLE	DOI	PATENT_ID	ABSTRACT	AUTHORS
LEY_VERO			2020					Dataset	Cytopathic SARS-Cov2 screening on VERO-E6 cells in a large repurposing effort			asap	Andrea Zaliani, Maria Kuzikov, Jeanette Reinshagen, Oliver Keminer, Markus Wolf, Francesca Esposito, Angela Corona, Enzo Tramontano, Andrea Beccari, Daniela Iaconis, Carsten Claussen, Johan Neyts, Phil Gribbon and Pieter Leyssen
