COMPOUND_ID	ASSAY_ID	STATUS	VALUE	UNIT	SUPPLIER
DNDI1434962	1003108	> 	100	uM	EPICHEM
DNDI1434962	1002457	= 	.93	uM	EPICHEM
DNDI1434963	1000461	> 	1	uM	EPICHEM
DNDI1434963	1002457	> 	1	uM	EPICHEM
DNDI1434963	1003108	> 	100	uM	EPICHEM
DNDI1434964	1000461	= 	.8	uM	EPICHEM
DNDI1434964	1002457	> 	1	uM	EPICHEM
DNDI1434964	1003108	> 	100	uM	EPICHEM
DNDI1434965	1000461	> 	1	uM	EPICHEM
DNDI1434965	1002457	> 	1	uM	EPICHEM
DNDI1434965	1003108	> 	100	uM	EPICHEM
DNDI1435750	1003108	= 	54.68	uM	EPICHEM
DNDI1435750	1002457	= 	.056	uM	EPICHEM
DNDI1435750	1000461	= 	.014	uM	EPICHEM
DNDI1435751	1000461	= 	.098	uM	EPICHEM
DNDI1435751	1002457	= 	.3	uM	EPICHEM
DNDI1435751	1003108	= 	60.47	uM	EPICHEM
DNDI1435752	1000461	= 	.15	uM	EPICHEM
DNDI1435752	1002457	= 	.32	uM	EPICHEM
DNDI1435752	1003108	= 	60.82	uM	EPICHEM
DNDI1435753	1000461	= 	.06	uM	EPICHEM
DNDI1435753	1002457	= 	.21	uM	EPICHEM
DNDI1435753	1003108	= 	52.32	uM	EPICHEM
DNDI1435754	1003108	> 	100	uM	EPICHEM
DNDI1435754	1002457	= 	.995	uM	EPICHEM
DNDI1435754	1000461	= 	.59	uM	EPICHEM
DNDI1435755	1000461	= 	.038	uM	EPICHEM
DNDI1435755	1002457	= 	.13	uM	EPICHEM
DNDI1435755	1003108	> 	100	uM	EPICHEM
DNDI1435756	1000461	= 	.034	uM	EPICHEM
DNDI1435756	1002457	= 	.12	uM	EPICHEM
DNDI1435756	1003108	> 	100	uM	EPICHEM
DNDI1435757	1000461	= 	.5	uM	EPICHEM
DNDI1435757	1002457	= 	.95	uM	EPICHEM
DNDI1435757	1003108	> 	100	uM	EPICHEM
DNDI1435758	1003108	> 	100	uM	EPICHEM
DNDI1435758	1002457	= 	.91	uM	EPICHEM
DNDI1435758	1000461	= 	.43	uM	EPICHEM
DNDI1435759	1000461	= 	.5	uM	EPICHEM
DNDI1435759	1002457	= 	.95	uM	EPICHEM
DNDI1435759	1003108	= 	75.47	uM	EPICHEM
DNDI1435760	1000461	= 	.15	uM	EPICHEM
DNDI1435760	1002457	= 	.32	uM	EPICHEM
DNDI1435760	1003108	= 	54.09	uM	EPICHEM
DNDI1435761	1003108	= 	46.12	uM	EPICHEM
DNDI1435761	1002457	= 	.078	uM	EPICHEM
DNDI1435761	1000461	= 	.024	uM	EPICHEM
DNDI1435762	1000461	= 	.062	uM	EPICHEM
DNDI1435762	1002457	= 	.2	uM	EPICHEM
DNDI1435762	1003108	= 	92.69	uM	EPICHEM
DNDI1435763	1000461	= 	.024	uM	EPICHEM
DNDI1435763	1002457	= 	.097	uM	EPICHEM
DNDI1435763	1003108	= 	23.02	uM	EPICHEM
DNDI1435764	1000461	= 	.012	uM	EPICHEM
DNDI1435764	1002457	= 	.057	uM	EPICHEM
DNDI1435764	1003108	= 	80.17	uM	EPICHEM
DNDI1435765	1003108	= 	57.7	uM	EPICHEM
DNDI1435765	1002457	= 	.14	uM	EPICHEM
DNDI1435765	1000461	= 	.032	uM	EPICHEM
DNDI1435766	1000461	= 	.055	uM	EPICHEM
DNDI1435766	1002457	= 	.18	uM	EPICHEM
DNDI1435766	1003108	= 	51.4	uM	EPICHEM
DNDI1435767	1000461	= 	.5	uM	EPICHEM
DNDI1435767	1002457	= 	.85	uM	EPICHEM
DNDI1435767	1003108	= 	69.53	uM	EPICHEM
DNDI1435768	1000461	= 	.62	uM	EPICHEM
DNDI1435768	1002457	> 	1	uM	EPICHEM
DNDI1435768	1003108	> 	100	uM	EPICHEM
DNDI1435769	1003108	> 	100	uM	EPICHEM
DNDI1435769	1002457	= 	.57	uM	EPICHEM
DNDI1435769	1000461	= 	.22	uM	EPICHEM
DNDI1435770	1000461	= 	.49	uM	EPICHEM
DNDI1435770	1002457	= 	.88	uM	EPICHEM
DNDI1435770	1003108	> 	100	uM	EPICHEM
DNDI1435771	1000461	= 	.1	uM	EPICHEM
DNDI1435771	1002457	= 	.27	uM	EPICHEM
DNDI1435771	1003108	= 	21.96	uM	EPICHEM
DNDI1435772	1000461	= 	.13	uM	EPICHEM
DNDI1435772	1002457	= 	.29	uM	EPICHEM
DNDI1435772	1003108	= 	40.94	uM	EPICHEM
DNDI1435773	1002457	= 	.94	uM	EPICHEM
DNDI1435773	1003108	> 	100	uM	EPICHEM
DNDI1435773	1000461	= 	.56	uM	EPICHEM
DNDI1435774	1000461	= 	.01	uM	EPICHEM
DNDI1435774	1002457	= 	.035	uM	EPICHEM
DNDI1435774	1003108	= 	55.77	uM	EPICHEM
DNDI1435775	1000461	= 	.028	uM	EPICHEM
DNDI1435775	1002457	= 	.088	uM	EPICHEM
DNDI1435775	1003108	> 	100	uM	EPICHEM
DNDI1435818	1003108	> 	100	uM	EPICHEM
DNDI1435818	1000461	= 	.06	uM	EPICHEM
DNDI1435818	1002457	= 	.11	uM	EPICHEM
DNDI1435819	1003108	> 	100	uM	EPICHEM
DNDI1435819	1002457	= 	.58	uM	EPICHEM
DNDI1435819	1000461	= 	.22	uM	EPICHEM
DNDI1435820	1000461	= 	.15	uM	EPICHEM
DNDI1435820	1002457	= 	.3	uM	EPICHEM
DNDI1435820	1003108	> 	100	uM	EPICHEM
DNDI1435821	1000461	= 	.12	uM	EPICHEM
DNDI1435821	1003108	> 	100	uM	EPICHEM
DNDI1435821	1002457	= 	.33	uM	EPICHEM
DNDI1435822	1003108	> 	100	uM	EPICHEM
DNDI1435822	1002457	= 	.4	uM	EPICHEM
DNDI1435822	1000461	= 	.19	uM	EPICHEM
DNDI1435823	1002457	= 	.96	uM	EPICHEM
DNDI1435823	1000461	= 	.56	uM	EPICHEM
DNDI1435823	1003108	> 	100	uM	EPICHEM
DNDI1435824	1002457	= 	.82	uM	EPICHEM
DNDI1435824	1000461	= 	.36	uM	EPICHEM
DNDI1435824	1003108	= 	62.69	uM	EPICHEM
DNDI1435825	1000461	= 	.34	uM	EPICHEM
DNDI1435825	1002457	= 	.79	uM	EPICHEM
DNDI1435825	1003108	> 	100	uM	EPICHEM
DNDI1435826	1003108	= 	77.93	uM	EPICHEM
DNDI1435826	1002457	= 	.9	uM	EPICHEM
DNDI1435826	1000461	= 	.53	uM	EPICHEM
DNDI1435827	1000461	= 	.28	uM	EPICHEM
DNDI1435827	1002457	= 	.78	uM	EPICHEM
DNDI1435827	1003108	= 	57.92	uM	EPICHEM
DNDI1435828	1000461	= 	.078	uM	EPICHEM
DNDI1435828	1002457	= 	.23	uM	EPICHEM
DNDI1435828	1003108	= 	52.94	uM	EPICHEM
DNDI1435829	1003108	> 	100	uM	EPICHEM
DNDI1435829	1002457	= 	.94	uM	EPICHEM
DNDI1435829	1000461	= 	.56	uM	EPICHEM
DNDI1435830	1000461	= 	.1	uM	EPICHEM
DNDI1435830	1002457	= 	.3	uM	EPICHEM
DNDI1435830	1003108	= 	57.4	uM	EPICHEM
DNDI1435831	1000461	= 	.28	uM	EPICHEM
DNDI1435831	1002457	= 	.7	uM	EPICHEM
DNDI1435831	1003108	> 	100	uM	EPICHEM
DNDI1435832	1000461	= 	.19	uM	EPICHEM
DNDI1435832	1002457	= 	.37	uM	EPICHEM
DNDI1435832	1003108	> 	100	uM	EPICHEM
DNDI1435833	1000461	> 	1	uM	EPICHEM
DNDI1435833	1002457	> 	1	uM	EPICHEM
DNDI1435833	1003108	> 	100	uM	EPICHEM
DNDI1435834	1003108	> 	100	uM	EPICHEM
DNDI1435834	1002457	= 	.92	uM	EPICHEM
DNDI1435834	1000461	= 	.5	uM	EPICHEM
DNDI1435835	1002457	= 	.034	uM	EPICHEM
DNDI1435835	1003108	= 	67.23	uM	EPICHEM
DNDI1435835	1000461	= 	.009	uM	EPICHEM
DNDI1435836	1000461	= 	.23	uM	EPICHEM
DNDI1435836	1002457	= 	.49	uM	EPICHEM
DNDI1435836	1003108	> 	100	uM	EPICHEM
DNDI1435837	1000461	= 	.018	uM	EPICHEM
DNDI1435837	1002457	= 	.036	uM	EPICHEM
DNDI1435837	1003108	> 	100	uM	EPICHEM
DNDI1435838	1003108	> 	100	uM	EPICHEM
DNDI1435838	1002457	= 	.94	uM	EPICHEM
DNDI1435838	1000461	= 	.48	uM	EPICHEM
DNDI1435839	1000461	= 	.44	uM	EPICHEM
DNDI1435839	1002457	= 	.86	uM	EPICHEM
DNDI1435839	1003108	> 	100	uM	EPICHEM
DNDI1435840	1000461	= 	.076	uM	EPICHEM
DNDI1435840	1002457	= 	.22	uM	EPICHEM
DNDI1435840	1003108	= 	74.68	uM	EPICHEM
DNDI1435841	1000461	= 	.072	uM	EPICHEM
DNDI1435841	1002457	= 	.18	uM	EPICHEM
DNDI1435841	1003108	= 	62.4	uM	EPICHEM
DNDI1435842	1003108	> 	100	uM	EPICHEM
DNDI1435842	1002457	= 	.7	uM	EPICHEM
DNDI1435842	1000461	= 	.26	uM	EPICHEM
DNDI1435843	1000461	> 	1	uM	EPICHEM
DNDI1435843	1002457	> 	1	uM	EPICHEM
DNDI1435843	1003108	> 	100	uM	EPICHEM
DNDI1435844	1000461	= 	.36	uM	EPICHEM
DNDI1435844	1002457	= 	.82	uM	EPICHEM
DNDI1435844	1003108	> 	100	uM	EPICHEM
DNDI1435845	1003108	> 	100	uM	EPICHEM
DNDI1435845	1000461	> 	1	uM	EPICHEM
DNDI1435845	1002457	> 	1	uM	EPICHEM
DNDI1435846	1000461	= 	.0062	uM	EPICHEM
DNDI1435846	1002457	= 	.024	uM	EPICHEM
DNDI1435846	1003108	= 	45.08	uM	EPICHEM
DNDI1435847	1000461	= 	.068	uM	EPICHEM
DNDI1435847	1002457	= 	.16	uM	EPICHEM
DNDI1435847	1003108	= 	61.43	uM	EPICHEM
DNDI1435848	1003108	= 	39.91	uM	EPICHEM
DNDI1435848	1002457	= 	.27	uM	EPICHEM
DNDI1435848	1000461	= 	.082	uM	EPICHEM
DNDI1435849	1000461	= 	.018	uM	EPICHEM
DNDI1435849	1002457	= 	.038	uM	EPICHEM
DNDI1435849	1003108	= 	61.29	uM	EPICHEM
DNDI1435850	1002457	= 	.724	uM	EPICHEM
DNDI1435850	1000461	= 	.444	uM	EPICHEM
DNDI1435850	1003108	> 	100	uM	EPICHEM
DNDI1435850	1000461	= 	.39	uM	EPICHEM
DNDI1435850	1002457	= 	.85	uM	EPICHEM
DNDI1435850	1003108	> 	100	uM	EPICHEM
DNDI1435851	1000461	= 	.68	uM	EPICHEM
DNDI1435851	1002457	> 	1	uM	EPICHEM
DNDI1435851	1003108	> 	100	uM	EPICHEM
DNDI1449743	1003108	> 	100	uM	EPICHEM
DNDI1449743	1000461	= 	.42	uM	EPICHEM
DNDI1449743	1002457	= 	.92	uM	EPICHEM
DNDI1449744	1003108	= 	21.85	uM	EPICHEM
DNDI1449744	1000461	= 	.21	uM	EPICHEM
DNDI1449744	1002457	= 	.55	uM	EPICHEM
DNDI1449745	1003108	> 	100	uM	EPICHEM
DNDI1449745	1002457	= 	3.86	uM	EPICHEM
DNDI1449745	1000461	= 	1.38	uM	EPICHEM
DNDI1449746	1003108	> 	100	uM	EPICHEM
DNDI1449746	1000461	= 	.62	uM	EPICHEM
DNDI1449746	1002457	> 	1	uM	EPICHEM
DNDI1449747	1003108	> 	100	uM	EPICHEM
DNDI1449747	1000461	= 	.57	uM	EPICHEM
DNDI1449747	1002457	= 	.99	uM	EPICHEM
DNDI1449748	1003108	= 	72.23	uM	EPICHEM
DNDI1449748	1000461	= 	.4	uM	EPICHEM
DNDI1449748	1002457	= 	.88	uM	EPICHEM
DNDI1449749	1003108	> 	100	uM	EPICHEM
DNDI1449749	1000461	= 	.29	uM	EPICHEM
DNDI1449749	1002457	= 	.83	uM	EPICHEM
DNDI1449750	1003108	> 	100	uM	EPICHEM
DNDI1449750	1000461	= 	.85	uM	EPICHEM
DNDI1449750	1002457	> 	1	uM	EPICHEM
DNDI1449751	1003108	> 	100	uM	EPICHEM
DNDI1449751	1000461	= 	.68	uM	EPICHEM
DNDI1449751	1002457	> 	1	uM	EPICHEM
DNDI1449752	1003108	> 	100	uM	EPICHEM
DNDI1449752	1000461	= 	.55	uM	EPICHEM
DNDI1449752	1002457	> 	1	uM	EPICHEM
DNDI1449753	1003108	= 	55.72	uM	EPICHEM
DNDI1449753	1002457	= 	.032	uM	EPICHEM
DNDI1449753	1000461	= 	.008	uM	EPICHEM
DNDI1449754	1003108	= 	35.98	uM	EPICHEM
DNDI1449754	1000461	= 	.011	uM	EPICHEM
DNDI1449754	1002457	= 	.036	uM	EPICHEM
DNDI1449755	1003108	= 	58.8	uM	EPICHEM
DNDI1449755	1000461	= 	.022	uM	EPICHEM
DNDI1449755	1002457	= 	.065	uM	EPICHEM
DNDI1449756	1003108	> 	100	uM	EPICHEM
DNDI1449756	1000461	= 	.23	uM	EPICHEM
DNDI1449756	1002457	= 	.6	uM	EPICHEM
DNDI1449757	1003108	> 	100	uM	EPICHEM
DNDI1449757	1000461	= 	.1	uM	EPICHEM
DNDI1449757	1002457	= 	.28	uM	EPICHEM
DNDI1449758	1003108	> 	100	uM	EPICHEM
DNDI1449758	1000461	= 	.19	uM	EPICHEM
DNDI1449758	1002457	= 	.36	uM	EPICHEM
DNDI1449759	1003108	> 	100	uM	EPICHEM
DNDI1449759	1002457	= 	2.72	uM	EPICHEM
DNDI1449759	1000461	= 	.83	uM	EPICHEM
DNDI1449760	1000461	= 	.12	uM	EPICHEM
DNDI1449760	1002457	= 	.31	uM	EPICHEM
DNDI1449760	1003108	= 	83.74	uM	EPICHEM
DNDI1449761	1003108	= 	63.73	uM	EPICHEM
DNDI1449761	1002457	= 	.25	uM	EPICHEM
DNDI1449761	1000461	= 	.078	uM	EPICHEM
DNDI1449762	1000461	= 	.12	uM	EPICHEM
DNDI1449762	1002457	= 	.3	uM	EPICHEM
DNDI1449762	1003108	> 	100	uM	EPICHEM
DNDI1449763	1002457	= 	.099	uM	EPICHEM
DNDI1449763	1000461	= 	.034	uM	EPICHEM
DNDI1449763	1003108	= 	51.58	uM	EPICHEM
DNDI1449764	1003108	= 	83.15	uM	EPICHEM
DNDI1449764	1002457	= 	.12	uM	EPICHEM
DNDI1449764	1000461	= 	.058	uM	EPICHEM
DNDI1449765	1000461	= 	.24	uM	EPICHEM
DNDI1449765	1002457	= 	.62	uM	EPICHEM
DNDI1449765	1003108	> 	100	uM	EPICHEM
DNDI1449766	1000461	= 	.06	uM	EPICHEM
DNDI1449766	1002457	= 	.23	uM	EPICHEM
DNDI1449766	1003108	> 	100	uM	EPICHEM
DNDI1449767	1000461	= 	.025	uM	EPICHEM
DNDI1449767	1002457	= 	.086	uM	EPICHEM
DNDI1449767	1003108	= 	43.44	uM	EPICHEM
DNDI1449768	1000461	= 	.005	uM	EPICHEM
DNDI1449768	1002457	= 	.015	uM	EPICHEM
DNDI1449768	1003108	= 	19.68	uM	EPICHEM
DNDI1449769	1002457	= 	.19	uM	EPICHEM
DNDI1449769	1000461	= 	.07	uM	EPICHEM
DNDI1449769	1003108	> 	100	uM	EPICHEM
DNDI1449770	1000461	= 	.17	uM	EPICHEM
DNDI1449770	1002457	= 	.34	uM	EPICHEM
DNDI1449770	1003108	> 	100	uM	EPICHEM
DNDI1449771	1002457	= 	.33	uM	EPICHEM
DNDI1449771	1000461	= 	.18	uM	EPICHEM
DNDI1449771	1003108	= 	72.3	uM	EPICHEM
DNDI1449772	1003108	> 	100	uM	EPICHEM
DNDI1449772	1002457	= 	.61	uM	EPICHEM
DNDI1449772	1000461	= 	.22	uM	EPICHEM
DNDI1449868	1000461	= 	.024	uM	EPICHEM
DNDI1449868	1002457	= 	.074	uM	EPICHEM
DNDI1449868	1003108	= 	58.22	uM	EPICHEM
DNDI1449869	1000461	= 	.031	uM	EPICHEM
DNDI1449869	1002457	= 	.094	uM	EPICHEM
DNDI1449869	1003108	> 	100	uM	EPICHEM
DNDI1449870	1000461	= 	.036	uM	EPICHEM
DNDI1449870	1002457	= 	.1	uM	EPICHEM
DNDI1449870	1003108	> 	100	uM	EPICHEM
DNDI1449871	1000461	= 	.02	uM	EPICHEM
DNDI1449871	1002457	= 	.044	uM	EPICHEM
DNDI1449871	1003108	= 	60.82	uM	EPICHEM
DNDI1449872	1000461	= 	.058	uM	EPICHEM
DNDI1449872	1002457	= 	.13	uM	EPICHEM
DNDI1449872	1003108	> 	100	uM	EPICHEM
DNDI1449873	1000461	= 	.15	uM	EPICHEM
DNDI1449873	1002457	= 	.3	uM	EPICHEM
DNDI1449873	1003108	= 	52.08	uM	EPICHEM
DNDI1449874	1002457	= 	.62	uM	EPICHEM
DNDI1449874	1000461	= 	.23	uM	EPICHEM
DNDI1449874	1003108	> 	100	uM	EPICHEM
DNDI1449875	1000461	= 	.01	uM	EPICHEM
DNDI1449875	1002457	= 	.03	uM	EPICHEM
DNDI1449875	1003108	= 	33.59	uM	EPICHEM
DNDI1449876	1000461	= 	.054	uM	EPICHEM
DNDI1449876	1003108	> 	100	uM	EPICHEM
DNDI1449876	1002457	= 	.11	uM	EPICHEM
DNDI1449877	1003108	> 	100	uM	EPICHEM
DNDI1449877	1000461	= 	.29	uM	EPICHEM
DNDI1449877	1002457	= 	.77	uM	EPICHEM
DNDI1449878	1003108	= 	59.74	uM	EPICHEM
DNDI1449878	1000461	= 	.028	uM	EPICHEM
DNDI1449878	1002457	= 	.088	uM	EPICHEM
DNDI1449879	1002457	= 	.012	uM	EPICHEM
DNDI1449879	1000461	= 	.0045	uM	EPICHEM
DNDI1449879	1003108	= 	59.08	uM	EPICHEM
DNDI1449880	1002457	= 	.076	uM	EPICHEM
DNDI1449880	1003108	= 	60.38	uM	EPICHEM
DNDI1449880	1000461	= 	.024	uM	EPICHEM
DNDI1449881	1000461	= 	.0065	uM	EPICHEM
DNDI1449881	1002457	= 	.016	uM	EPICHEM
DNDI1449881	1003108	= 	61.94	uM	EPICHEM
DNDI1449902	1000461	= 	.018	uM	EPICHEM
DNDI1449902	1002457	= 	.086	uM	EPICHEM
DNDI1449902	1003108	> 	100	uM	EPICHEM
DNDI1449903	1000461	= 	.032	uM	EPICHEM
DNDI1449903	1002457	= 	.11	uM	EPICHEM
DNDI1449903	1003108	> 	100	uM	EPICHEM
DNDI1449904	1002457	= 	.075	uM	EPICHEM
DNDI1449904	1000461	= 	.02	uM	EPICHEM
DNDI1449904	1003108	= 	75.65	uM	EPICHEM
DNDI1449905	1000461	= 	.026	uM	EPICHEM
DNDI1449905	1002457	= 	.11	uM	EPICHEM
DNDI1449905	1003108	= 	84.26	uM	EPICHEM
DNDI1449906	1000461	= 	.097	uM	EPICHEM
DNDI1449906	1002457	= 	.3	uM	EPICHEM
DNDI1449906	1003108	> 	100	uM	EPICHEM
DNDI1449907	1000461	= 	.063	uM	EPICHEM
DNDI1449907	1002457	= 	.19	uM	EPICHEM
DNDI1449907	1003108	> 	100	uM	EPICHEM
DNDI1449908	1000461	= 	.003	uM	EPICHEM
DNDI1449908	1002457	= 	.03	uM	EPICHEM
DNDI1449908	1003108	> 	100	uM	EPICHEM
DNDI1449909	1000461	= 	.006	uM	EPICHEM
DNDI1449909	1002457	= 	.03	uM	EPICHEM
DNDI1449909	1003108	= 	21.03	uM	EPICHEM
DNDI1449910	1002457	= 	.1	uM	EPICHEM
DNDI1449910	1000461	= 	.03	uM	EPICHEM
DNDI1449910	1003108	> 	100	uM	EPICHEM
DNDI1449911	1003108	> 	100	uM	EPICHEM
DNDI1449911	1002457	> 	10	uM	EPICHEM
DNDI1449911	1000461	= 	6.09	uM	EPICHEM
DNDI1454114	1000461	= 	.084	uM	EPICHEM
DNDI1454114	1002457	= 	.19	uM	EPICHEM
DNDI1454114	1003108	> 	100	uM	EPICHEM
DNDI1454115	1002457	= 	.3	uM	EPICHEM
DNDI1454115	1003108	> 	100	uM	EPICHEM
DNDI1454115	1000461	= 	.07	uM	EPICHEM
DNDI1454116	1000461	= 	.015	uM	EPICHEM
DNDI1454116	1002457	= 	.059	uM	EPICHEM
DNDI1454116	1003108	= 	57.59	uM	EPICHEM
DNDI1454117	1000461	= 	.06	uM	EPICHEM
DNDI1454117	1002457	= 	.26	uM	EPICHEM
DNDI1454117	1003108	> 	100	uM	EPICHEM
DNDI1454118	1003108	> 	100	uM	EPICHEM
DNDI1454118	1000461	= 	.017	uM	EPICHEM
DNDI1454118	1002457	= 	.1	uM	EPICHEM
DNDI1454119	1000461	= 	.0088	uM	EPICHEM
DNDI1454119	1002457	= 	.065	uM	EPICHEM
DNDI1454119	1003108	> 	100	uM	EPICHEM
DNDI1454120	1000461	= 	.032	uM	EPICHEM
DNDI1454120	1002457	= 	.15	uM	EPICHEM
DNDI1454120	1003108	> 	100	uM	EPICHEM
DNDI1454121	1003108	> 	100	uM	EPICHEM
DNDI1454121	1002457	= 	.3	uM	EPICHEM
DNDI1454121	1000461	= 	.18	uM	EPICHEM
DNDI1454122	1000461	= 	.099	uM	EPICHEM
DNDI1454122	1002457	= 	.27	uM	EPICHEM
DNDI1454122	1003108	> 	100	uM	EPICHEM
DNDI1454123	1000461	= 	.0085	uM	EPICHEM
DNDI1454123	1002457	= 	.046	uM	EPICHEM
DNDI1454123	1003108	= 	53.97	uM	EPICHEM
DNDI1454124	1003108	= 	84.89	uM	EPICHEM
DNDI1454124	1002457	= 	.33	uM	EPICHEM
DNDI1454124	1000461	= 	.15	uM	EPICHEM
DNDI1454125	1000461	= 	.06	uM	EPICHEM
DNDI1454125	1002457	= 	.22	uM	EPICHEM
DNDI1454125	1003108	= 	62.55	uM	EPICHEM
DNDI1454256	1000461	= 	.29	uM	EPICHEM
DNDI1454256	1002457	= 	.91	uM	EPICHEM
DNDI1454256	1003108	> 	100	uM	EPICHEM
DNDI1454257	1003108	> 	100	uM	EPICHEM
DNDI1454257	1002457	= 	.47	uM	EPICHEM
DNDI1454257	1000461	= 	.12	uM	EPICHEM
DNDI1454262	1000461	= 	.15	uM	EPICHEM
DNDI1454262	1002457	= 	.55	uM	EPICHEM
DNDI1454262	1003108	> 	100	uM	EPICHEM
DNDI1454263	1000461	= 	.083	uM	EPICHEM
DNDI1454263	1002457	= 	.77	uM	EPICHEM
DNDI1454263	1003108	= 	72.8	uM	EPICHEM
DNDI1454264	1003108	= 	90.77	uM	EPICHEM
DNDI1454264	1002457	= 	.25	uM	EPICHEM
DNDI1454264	1000461	= 	.036	uM	EPICHEM
DNDI1454265	1000461	= 	.076	uM	EPICHEM
DNDI1454265	1002457	= 	.38	uM	EPICHEM
DNDI1454265	1003108	= 	64.14	uM	EPICHEM
DNDI1454266	1000461	= 	.19	uM	EPICHEM
DNDI1454266	1002457	= 	.93	uM	EPICHEM
DNDI1454266	1003108	> 	100	uM	EPICHEM
DNDI1459241	1002457	= 	.69	uM	EPICHEM
DNDI1459241	1000461	= 	.25	uM	EPICHEM
DNDI1459241	1003108	= 	62.63	uM	EPICHEM
DNDI1459242	1002457	= 	.9	uM	EPICHEM
DNDI1459242	1000461	= 	.45	uM	EPICHEM
DNDI1459242	1003108	= 	58.01	uM	EPICHEM
DNDI1459243	1000461	= 	.01	uM	EPICHEM
DNDI1459243	1002457	= 	.046	uM	EPICHEM
DNDI1459243	1003108	= 	55.12	uM	EPICHEM
DNDI1459244	1000461	= 	.01	uM	EPICHEM
DNDI1459244	1002457	= 	.43	uM	EPICHEM
DNDI1459244	1003108	= 	64.13	uM	EPICHEM
DNDI1459245	1003108	> 	100	uM	EPICHEM
DNDI1459245	1002457	= 	.19	uM	EPICHEM
DNDI1459245	1000461	= 	.059	uM	EPICHEM
DNDI1459246	1000461	= 	.078	uM	EPICHEM
DNDI1459246	1002457	= 	.58	uM	EPICHEM
DNDI1459246	1003108	= 	84.06	uM	EPICHEM
DNDI1459247	1000461	= 	.026	uM	EPICHEM
DNDI1459247	1002457	= 	.1	uM	EPICHEM
DNDI1459247	1003108	> 	100	uM	EPICHEM
DNDI1459248	1000461	= 	.1	uM	EPICHEM
DNDI1459248	1002457	= 	.64	uM	EPICHEM
DNDI1459248	1003108	> 	100	uM	EPICHEM
DNDI1459249	1000461	= 	.025	uM	EPICHEM
DNDI1459249	1002457	= 	.08	uM	EPICHEM
DNDI1459249	1003108	= 	56	uM	EPICHEM
DNDI1459250	1003108	> 	100	uM	EPICHEM
DNDI1459250	1002457	= 	.73	uM	EPICHEM
DNDI1459250	1000461	= 	.12	uM	EPICHEM
DNDI1459251	1000461	= 	.061	uM	EPICHEM
DNDI1459251	1002457	= 	.18	uM	EPICHEM
DNDI1459251	1003108	> 	100	uM	EPICHEM
DNDI1459252	1000461	= 	.11	uM	EPICHEM
DNDI1459252	1002457	= 	.86	uM	EPICHEM
DNDI1459252	1003108	> 	100	uM	EPICHEM
DNDI1459253	1003108	> 	100	uM	EPICHEM
DNDI1459253	1002457	= 	.86	uM	EPICHEM
DNDI1459253	1000461	= 	.38	uM	EPICHEM
DNDI1459254	1000461	= 	.11	uM	EPICHEM
DNDI1459254	1002457	= 	.32	uM	EPICHEM
DNDI1459254	1003108	> 	100	uM	EPICHEM
DNDI1459255	1000461	= 	.1	uM	EPICHEM
DNDI1459255	1002457	> 	1	uM	EPICHEM
DNDI1459255	1003108	= 	54.42	uM	EPICHEM
DNDI1459256	1003108	> 	100	uM	EPICHEM
DNDI1459256	1002457	> 	1	uM	EPICHEM
DNDI1459256	1000461	= 	.48	uM	EPICHEM
DNDI1459257	1000461	= 	.087	uM	EPICHEM
DNDI1459257	1002457	= 	.28	uM	EPICHEM
DNDI1459257	1003108	> 	100	uM	EPICHEM
DNDI1459258	1000461	= 	.075	uM	EPICHEM
DNDI1459258	1002457	= 	.79	uM	EPICHEM
DNDI1459258	1003108	= 	90.75	uM	EPICHEM
DNDI1459259	1003108	= 	74.23	uM	EPICHEM
DNDI1459259	1002457	= 	.11	uM	EPICHEM
DNDI1459259	1000461	= 	.057	uM	EPICHEM
DNDI1459260	1000461	= 	.63	uM	EPICHEM
DNDI1459260	1002457	> 	1	uM	EPICHEM
DNDI1459260	1003108	> 	100	uM	EPICHEM
DNDI1459261	1000461	= 	.2	uM	EPICHEM
DNDI1459261	1003108	> 	100	uM	EPICHEM
DNDI1459261	1002457	= 	.55	uM	EPICHEM
DNDI1460900	1003108	= 	69.68	uM	EPICHEM
DNDI1460900	1002457	= 	.33	uM	EPICHEM
DNDI1460900	1000461	= 	.092	uM	EPICHEM
DNDI1460901	1003108	> 	100	uM	EPICHEM
DNDI1460901	1000461	= 	.026	uM	EPICHEM
DNDI1460901	1002457	= 	.082	uM	EPICHEM
DNDI1460902	1003108	> 	100	uM	EPICHEM
DNDI1460902	1000461	= 	.15	uM	EPICHEM
DNDI1460902	1002457	= 	.48	uM	EPICHEM
DNDI1460903	1000461	= 	.022	uM	EPICHEM
DNDI1460903	1002457	= 	.11	uM	EPICHEM
DNDI1460903	1003108	= 	82.38	uM	EPICHEM
DNDI1460904	1000461	= 	.05	uM	EPICHEM
DNDI1460904	1002457	= 	.25	uM	EPICHEM
DNDI1460904	1003108	= 	58.08	uM	EPICHEM
DNDI1460905	1000461	= 	.03	uM	EPICHEM
DNDI1460905	1002457	= 	.19	uM	EPICHEM
DNDI1460905	1003108	= 	56.05	uM	EPICHEM
DNDI1460906	1000461	= 	.12	uM	EPICHEM
DNDI1460906	1002457	= 	.35	uM	EPICHEM
DNDI1460906	1003108	> 	100	uM	EPICHEM
DNDI1460907	1000461	= 	.067	uM	EPICHEM
DNDI1460907	1002457	= 	.218	uM	EPICHEM
