COMPOUND_ID	ASSAY_ID	STATUS	VALUE	UNIT	SUPPLIER
DNDI1336037	1000461	= 	.0013	uM	EPICHEM
DNDI1338486	1002457	> 	1	uM	EPICHEM
DNDI1338486	1000461	> 	1	uM	EPICHEM
DNDI1338486	1003108	> 	100	uM	EPICHEM
DNDI1338487	1003108	= 	61.42	uM	EPICHEM
DNDI1338487	1002457	= 	.025	uM	EPICHEM
DNDI1338487	1000461	= 	.016	uM	EPICHEM
DNDI1338488	1003108	= 	56.27	uM	EPICHEM
DNDI1338488	1000461	= 	.016	uM	EPICHEM
DNDI1338488	1002457	= 	.036	uM	EPICHEM
DNDI1338489	1003108	= 	57.01	uM	EPICHEM
DNDI1338489	1002457	= 	.079	uM	EPICHEM
DNDI1338489	1000461	= 	.031	uM	EPICHEM
DNDI1338490	1003108	> 	100	uM	EPICHEM
DNDI1338490	1002457	= 	.57	uM	EPICHEM
DNDI1338490	1000461	= 	.29	uM	EPICHEM
DNDI1338491	1000461	= 	.11	uM	EPICHEM
DNDI1338491	1002457	= 	.216	uM	EPICHEM
DNDI1338491	1003108	> 	100	uM	EPICHEM
DNDI1338492	1003108	= 	61.12	uM	EPICHEM
DNDI1338492	1002457	= 	.042	uM	EPICHEM
DNDI1338492	1000461	= 	.02	uM	EPICHEM
DNDI1340245	1003108	> 	100	uM	EPICHEM
DNDI1340245	1002457	= 	.105	uM	EPICHEM
DNDI1340245	1000461	= 	.005	uM	EPICHEM
DNDI1340246	1003108	> 	100	uM	EPICHEM
DNDI1340246	1002457	= 	.339	uM	EPICHEM
DNDI1340246	1000461	= 	.163	uM	EPICHEM
DNDI1340246	1003108	> 	100	uM	EPICHEM
DNDI1340246	1002457	= 	.85	uM	EPICHEM
DNDI1340246	1000461	= 	.48	uM	EPICHEM
DNDI1340247	1000461	= 	.078	uM	EPICHEM
DNDI1340247	1002457	= 	.899	uM	EPICHEM
DNDI1340247	1003108	> 	100	uM	EPICHEM
DNDI1340248	1000461	> 	1	uM	EPICHEM
DNDI1340248	1003108	> 	100	uM	EPICHEM
DNDI1340248	1002457	> 	1	uM	EPICHEM
DNDI1342984	1003108	= 	58.68	uM	EPICHEM
DNDI1342984	1000461	= 	.144	uM	EPICHEM
DNDI1342984	1002457	= 	.46	uM	EPICHEM
DNDI1342985	1000461	= 	.179	uM	EPICHEM
DNDI1342985	1002457	= 	.63	uM	EPICHEM
DNDI1342985	1003108	> 	100	uM	EPICHEM
DNDI1342986	1000461	= 	.253	uM	EPICHEM
DNDI1342986	1002457	= 	.57	uM	EPICHEM
DNDI1342986	1003108	> 	100	uM	EPICHEM
DNDI1342987	1003108	= 	89.53	uM	EPICHEM
DNDI1342987	1002457	> 	.01	uM	EPICHEM
DNDI1342987	1000461	= 	.0077	uM	EPICHEM
DNDI1342988	1000461	= 	.293	uM	EPICHEM
DNDI1342988	1002457	= 	.67	uM	EPICHEM
DNDI1342988	1003108	> 	100	uM	EPICHEM
DNDI1342989	1000461	= 	.014	uM	EPICHEM
DNDI1342989	1002457	= 	.19	uM	EPICHEM
DNDI1342989	1003108	= 	48.72	uM	EPICHEM
DNDI1342990	1000461	= 	.381	uM	EPICHEM
DNDI1342990	1002457	= 	.63	uM	EPICHEM
DNDI1342990	1003108	= 	56.76	uM	EPICHEM
DNDI1342991	1003108	> 	100	uM	EPICHEM
DNDI1342991	1000461	= 	.378	uM	EPICHEM
DNDI1342991	1002457	= 	.82	uM	EPICHEM
DNDI1343533	1000461	= 	.03	uM	EPICHEM
DNDI1343533	1002457	= 	.24	uM	EPICHEM
DNDI1343533	1003108	> 	100	uM	EPICHEM
DNDI1343534	1000461	= 	.435	uM	EPICHEM
DNDI1343534	1002457	> 	1	uM	EPICHEM
DNDI1343534	1003108	> 	100	uM	EPICHEM
DNDI1343535	1000461	= 	.06	uM	EPICHEM
DNDI1343535	1002457	= 	.23	uM	EPICHEM
DNDI1343535	1003108	> 	100	uM	EPICHEM
DNDI1343536	1003108	> 	100	uM	EPICHEM
DNDI1343536	1002457	= 	.16	uM	EPICHEM
DNDI1343536	1000461	= 	.035	uM	EPICHEM
DNDI1343536	1003108	> 	100	uM	EPICHEM
DNDI1343536	1002457	= 	.11	uM	EPICHEM
DNDI1343536	1000461	= 	.046	uM	EPICHEM
DNDI1343537	1000461	= 	.018	uM	EPICHEM
DNDI1343537	1002457	= 	.04	uM	EPICHEM
DNDI1343537	1003108	= 	57.59	uM	EPICHEM
DNDI1343538	1000461	= 	.0045	uM	EPICHEM
DNDI1343538	1002457	= 	.02	uM	EPICHEM
DNDI1343538	1003108	= 	56.52	uM	EPICHEM
DNDI1388139	1000461	= 	.446	uM	EPICHEM
DNDI1388139	1002457	= 	.82	uM	EPICHEM
DNDI1388139	1003108	= 	48.3	uM	EPICHEM
DNDI1388140	1000461	= 	.022	uM	EPICHEM
DNDI1388140	1002457	= 	.21	uM	EPICHEM
DNDI1388140	1003108	> 	100	uM	EPICHEM
DNDI1388141	1000461	= 	.0033	uM	EPICHEM
DNDI1388141	1002457	= 	.24	uM	EPICHEM
DNDI1388141	1003108	= 	73.95	uM	EPICHEM
DNDI1388142	1000461	= 	.052	uM	EPICHEM
DNDI1388142	1002457	= 	.45	uM	EPICHEM
DNDI1388142	1003108	= 	54.06	uM	EPICHEM
DNDI1388143	1000461	= 	.0032	uM	EPICHEM
DNDI1388143	1002457	= 	.013	uM	EPICHEM
DNDI1388143	1003108	= 	62.58	uM	EPICHEM
DNDI1388144	1003108	> 	100	uM	EPICHEM
DNDI1388144	1002457	= 	.65	uM	EPICHEM
DNDI1388144	1000461	= 	.251	uM	EPICHEM
DNDI1388145	1000461	= 	.14	uM	EPICHEM
DNDI1388145	1002457	= 	.5	uM	EPICHEM
DNDI1388145	1003108	> 	100	uM	EPICHEM
DNDI1388146	1000461	= 	.288	uM	EPICHEM
DNDI1388146	1002457	= 	.6	uM	EPICHEM
DNDI1388146	1003108	> 	100	uM	EPICHEM
DNDI1388147	1000461	= 	2.11	uM	EPICHEM
DNDI1388147	1002457	= 	5.91	uM	EPICHEM
DNDI1388147	1003108	> 	100	uM	EPICHEM
DNDI1388148	1000461	= 	.062	uM	EPICHEM
DNDI1388148	1002457	= 	.22	uM	EPICHEM
DNDI1388148	1003108	> 	100	uM	EPICHEM
DNDI1388149	1003108	= 	61.7	uM	EPICHEM
DNDI1388149	1002457	= 	.2	uM	EPICHEM
DNDI1388149	1000461	= 	.028	uM	EPICHEM
DNDI1388150	1003108	= 	68.59	uM	EPICHEM
DNDI1388150	1002457	= 	.22	uM	EPICHEM
DNDI1388150	1000461	= 	.07	uM	EPICHEM
DNDI1388157	1002457	= 	.09	uM	EPICHEM
DNDI1388157	1003108	= 	77.45	uM	EPICHEM
DNDI1388157	1000461	= 	.028	uM	EPICHEM
DNDI1388158	1000461	= 	.027	uM	EPICHEM
DNDI1388158	1002457	= 	.12	uM	EPICHEM
DNDI1388158	1003108	= 	79.2	uM	EPICHEM
DNDI1388159	1000461	= 	.021	uM	EPICHEM
DNDI1388159	1002457	= 	.07	uM	EPICHEM
DNDI1388159	1003108	= 	57.44	uM	EPICHEM
DNDI1388160	1000461	> 	1	uM	EPICHEM
DNDI1388160	1002457	> 	1	uM	EPICHEM
DNDI1388160	1003108	> 	100	uM	EPICHEM
DNDI1388394	1000461	= 	.8	uM	EPICHEM
DNDI1388394	1002457	= 	2.1	uM	EPICHEM
DNDI1388394	1003108	> 	100	uM	EPICHEM
DNDI1388395	1002457	= 	.79	uM	EPICHEM
DNDI1388395	1000461	= 	.66	uM	EPICHEM
DNDI1388395	1003108	> 	100	uM	EPICHEM
DNDI1388396	1003108	= 	63.98	uM	EPICHEM
DNDI1388396	1000461	= 	.15	uM	EPICHEM
DNDI1388396	1002457	= 	.51	uM	EPICHEM
DNDI1388397	1003108	> 	100	uM	EPICHEM
DNDI1388397	1000461	= 	.026	uM	EPICHEM
DNDI1388397	1002457	= 	.11	uM	EPICHEM
DNDI1388398	1003108	> 	100	uM	EPICHEM
DNDI1388398	1002457	= 	.2	uM	EPICHEM
DNDI1388398	1000461	= 	.035	uM	EPICHEM
DNDI1388399	1000461	= 	.045	uM	EPICHEM
DNDI1388399	1002457	= 	.1	uM	EPICHEM
DNDI1388399	1003108	= 	59.85	uM	EPICHEM
DNDI1392069	1003108	= 	60.99	uM	EPICHEM
DNDI1392069	1002457	= 	.05	uM	EPICHEM
DNDI1392069	1000461	= 	.023	uM	EPICHEM
DNDI1392069	1003108	= 	58.69	uM	EPICHEM
DNDI1392069	1002457	= 	.77	uM	EPICHEM
DNDI1392069	1000461	= 	.26	uM	EPICHEM
DNDI1392070	1000461	= 	.059	uM	EPICHEM
DNDI1392070	1002457	= 	.16	uM	EPICHEM
DNDI1392070	1003108	> 	100	uM	EPICHEM
DNDI1392071	1003108	> 	100	uM	EPICHEM
DNDI1392071	1000461	= 	6.52	uM	EPICHEM
DNDI1392071	1002457	> 	10	uM	EPICHEM
DNDI1392072	1003108	> 	100	uM	EPICHEM
DNDI1392072	1002457	> 	10	uM	EPICHEM
DNDI1392072	1000461	= 	6.41	uM	EPICHEM
DNDI1392073	1000461	= 	.39	uM	EPICHEM
DNDI1392073	1002457	= 	.74	uM	EPICHEM
DNDI1392073	1003108	= 	59.24	uM	EPICHEM
DNDI1402163	1000461	= 	.5	uM	EPICHEM
DNDI1402163	1002457	= 	.89	uM	EPICHEM
DNDI1402163	1003108	> 	100	uM	EPICHEM
DNDI1402164	1000461	= 	1.01	uM	EPICHEM
DNDI1402164	1002457	= 	3.41	uM	EPICHEM
DNDI1402164	1003108	> 	100	uM	EPICHEM
DNDI1402165	1000461	= 	.24	uM	EPICHEM
DNDI1402165	1002457	= 	.42	uM	EPICHEM
DNDI1402165	1003108	= 	61.69	uM	EPICHEM
DNDI1402166	1000461	= 	.11	uM	EPICHEM
DNDI1402166	1002457	= 	.22	uM	EPICHEM
DNDI1402166	1003108	= 	53.99	uM	EPICHEM
DNDI1402167	1003108	= 	55.58	uM	EPICHEM
DNDI1402167	1002457	= 	.82	uM	EPICHEM
DNDI1402167	1000461	= 	.48	uM	EPICHEM
DNDI1402168	1003108	= 	56.58	uM	EPICHEM
DNDI1402168	1002457	= 	.088	uM	EPICHEM
DNDI1402168	1000461	= 	.017	uM	EPICHEM
DNDI1411763	1000461	> 	1	uM	EPICHEM
DNDI1411763	1002457	> 	1	uM	EPICHEM
DNDI1411763	1003108	> 	100	uM	EPICHEM
DNDI1411764	1000461	> 	10	uM	EPICHEM
DNDI1411764	1002457	> 	10	uM	EPICHEM
DNDI1411764	1003108	> 	100	uM	EPICHEM
DNDI1411765	1000461	> 	10	uM	EPICHEM
DNDI1411765	1002457	> 	10	uM	EPICHEM
DNDI1411765	1003108	> 	100	uM	EPICHEM
DNDI1411766	1003108	> 	100	uM	EPICHEM
DNDI1411766	1002457	= 	4.79	uM	EPICHEM
DNDI1411766	1000461	= 	1.57	uM	EPICHEM
DNDI1411767	1003108	> 	100	uM	EPICHEM
DNDI1411767	1000461	= 	8.91	uM	EPICHEM
DNDI1411767	1002457	> 	10	uM	EPICHEM
DNDI1418011	1000461	> 	10	uM	EPICHEM
DNDI1418011	1002457	> 	10	uM	EPICHEM
DNDI1418011	1003108	> 	100	uM	EPICHEM
DNDI1418012	1000461	= 	.058	uM	EPICHEM
DNDI1418012	1002457	= 	.14	uM	EPICHEM
DNDI1418012	1003108	= 	62.78	uM	EPICHEM
DNDI1418013	1000461	= 	.16	uM	EPICHEM
DNDI1418013	1002457	= 	.4	uM	EPICHEM
DNDI1418013	1003108	= 	56.74	uM	EPICHEM
DNDI1418014	1003108	= 	70.31	uM	EPICHEM
DNDI1418014	1002457	> 	1	uM	EPICHEM
DNDI1418014	1000461	> 	1	uM	EPICHEM
DNDI1418015	1000461	> 	10	uM	EPICHEM
DNDI1418015	1002457	> 	10	uM	EPICHEM
DNDI1418015	1003108	> 	100	uM	EPICHEM
DNDI1418016	1000461	= 	3.65	uM	EPICHEM
DNDI1418016	1002457	= 	7.67	uM	EPICHEM
DNDI1418016	1003108	> 	100	uM	EPICHEM
DNDI1423046	1003108	= 	62.64	uM	EPICHEM
DNDI1423046	1002457	= 	.97	uM	EPICHEM
DNDI1423046	1000461	= 	.57	uM	EPICHEM
DNDI1423047	1000461	= 	.32	uM	EPICHEM
DNDI1423047	1002457	= 	.91	uM	EPICHEM
DNDI1423047	1003108	> 	100	uM	EPICHEM
DNDI1423048	1000461	= 	.17	uM	EPICHEM
DNDI1423048	1002457	= 	.32	uM	EPICHEM
DNDI1423048	1003108	> 	100	uM	EPICHEM
DNDI1423049	1000461	= 	.97	uM	EPICHEM
DNDI1423049	1002457	= 	2.76	uM	EPICHEM
DNDI1423049	1003108	> 	100	uM	EPICHEM
DNDI1423050	1002457	= 	.77	uM	EPICHEM
DNDI1423050	1000461	= 	.21	uM	EPICHEM
DNDI1423050	1003108	> 	100	uM	EPICHEM
DNDI1423051	1000461	= 	3.05	uM	EPICHEM
DNDI1423051	1002457	= 	7.81	uM	EPICHEM
DNDI1423051	1003108	> 	100	uM	EPICHEM
DNDI1423052	1000461	= 	.33	uM	EPICHEM
DNDI1423052	1002457	= 	.88	uM	EPICHEM
DNDI1423052	1003108	> 	100	uM	EPICHEM
DNDI1423053	1003108	> 	100	uM	EPICHEM
DNDI1423053	1002457	= 	.91	uM	EPICHEM
DNDI1423053	1000461	= 	.33	uM	EPICHEM
DNDI1423054	1000461	= 	.026	uM	EPICHEM
DNDI1423054	1002457	= 	.092	uM	EPICHEM
DNDI1423054	1003108	= 	59.03	uM	EPICHEM
DNDI1423055	1003108	> 	100	uM	EPICHEM
DNDI1423055	1000461	= 	.27	uM	EPICHEM
DNDI1423055	1002457	= 	.66	uM	EPICHEM
DNDI1423056	1003108	> 	100	uM	EPICHEM
DNDI1423056	1000461	= 	.47	uM	EPICHEM
DNDI1423056	1002457	= 	.85	uM	EPICHEM
DNDI1423057	1003108	= 	83.77	uM	EPICHEM
DNDI1423057	1000461	= 	.2	uM	EPICHEM
DNDI1423057	1002457	= 	.54	uM	EPICHEM
DNDI1423058	1003108	> 	100	uM	EPICHEM
DNDI1423058	1002457	> 	1	uM	EPICHEM
DNDI1423058	1000461	> 	1	uM	EPICHEM
DNDI1423059	1003108	> 	100	uM	EPICHEM
DNDI1423059	1000461	> 	1	uM	EPICHEM
DNDI1423059	1002457	> 	1	uM	EPICHEM
DNDI1423060	1003108	> 	100	uM	EPICHEM
DNDI1423060	1002457	> 	1	uM	EPICHEM
DNDI1423060	1000461	> 	1	uM	EPICHEM
DNDI1423061	1003108	> 	100	uM	EPICHEM
DNDI1423061	1000461	> 	1	uM	EPICHEM
DNDI1423061	1002457	> 	1	uM	EPICHEM
DNDI1423062	1003108	= 	60.05	uM	EPICHEM
DNDI1423062	1000461	> 	1	uM	EPICHEM
DNDI1423062	1002457	> 	1	uM	EPICHEM
DNDI1423063	1000461	> 	1	uM	EPICHEM
DNDI1423063	1002457	> 	1	uM	EPICHEM
DNDI1423063	1003108	= 	59.94	uM	EPICHEM
DNDI1423064	1002457	> 	1	uM	EPICHEM
DNDI1423064	1000461	> 	1	uM	EPICHEM
DNDI1423064	1003108	= 	56.38	uM	EPICHEM
DNDI1423065	1002457	> 	1	uM	EPICHEM
DNDI1423065	1000461	> 	1	uM	EPICHEM
DNDI1423065	1003108	= 	84.95	uM	EPICHEM
DNDI1423066	1003108	> 	100	uM	EPICHEM
DNDI1423066	1000461	> 	1	uM	EPICHEM
DNDI1423066	1002457	> 	1	uM	EPICHEM
DNDI1423067	1002457	> 	1	uM	EPICHEM
DNDI1423067	1000461	= 	.59	uM	EPICHEM
DNDI1423067	1003108	= 	61.2	uM	EPICHEM
DNDI1423068	1002457	> 	1	uM	EPICHEM
DNDI1423068	1000461	= 	.86	uM	EPICHEM
DNDI1423068	1003108	= 	61.77	uM	EPICHEM
DNDI1423069	1002457	> 	1	uM	EPICHEM
DNDI1423069	1000461	> 	1	uM	EPICHEM
DNDI1423069	1003108	> 	100	uM	EPICHEM
DNDI1423070	1000461	= 	.54	uM	EPICHEM
DNDI1423070	1002457	= 	.95	uM	EPICHEM
DNDI1423070	1003108	= 	70.48	uM	EPICHEM
DNDI1423071	1002457	= 	.26	uM	EPICHEM
DNDI1423071	1000461	= 	.076	uM	EPICHEM
DNDI1423071	1003108	= 	73.29	uM	EPICHEM
DNDI1423072	1003108	> 	100	uM	EPICHEM
DNDI1423072	1002457	= 	.85	uM	EPICHEM
DNDI1423072	1000461	= 	.26	uM	EPICHEM
DNDI1423073	1003108	> 	100	uM	EPICHEM
DNDI1423073	1000461	= 	.37	uM	EPICHEM
DNDI1423073	1002457	= 	.94	uM	EPICHEM
DNDI1423074	1003108	> 	76.12	uM	EPICHEM
DNDI1423074	1000461	= 	.066	uM	EPICHEM
DNDI1423074	1002457	= 	.32	uM	EPICHEM
DNDI1433759	1000461	> 	1	uM	EPICHEM
DNDI1433759	1002457	> 	1	uM	EPICHEM
DNDI1433759	1003108	> 	100	uM	EPICHEM
DNDI1433760	1000461	= 	.18	uM	EPICHEM
DNDI1433760	1003108	> 	100	uM	EPICHEM
DNDI1433760	1002457	= 	.41	uM	EPICHEM
DNDI1433761	1000461	= 	.085	uM	EPICHEM
DNDI1433761	1002457	= 	.38	uM	EPICHEM
DNDI1433761	1003108	> 	100	uM	EPICHEM
DNDI1433761	1003108	> 	100	uM	EPICHEM
DNDI1433761	1002457	= 	.1673333	uM	EPICHEM
DNDI1433761	1000461	= 	.0453333	uM	EPICHEM
DNDI1433762	1002457	> 	1	uM	EPICHEM
DNDI1433762	1000461	> 	1	uM	EPICHEM
DNDI1433762	1003108	> 	100	uM	EPICHEM
DNDI1433763	1002457	= 	.94	uM	EPICHEM
DNDI1433763	1003108	> 	100	uM	EPICHEM
DNDI1433763	1000461	= 	.45	uM	EPICHEM
DNDI1433764	1002457	= 	3.17	uM	EPICHEM
DNDI1433764	1003108	> 	100	uM	EPICHEM
DNDI1433764	1000461	= 	1.44	uM	EPICHEM
DNDI1433765	1002457	= 	3.02	uM	EPICHEM
DNDI1433765	1003108	> 	100	uM	EPICHEM
DNDI1433765	1000461	= 	1.22	uM	EPICHEM
DNDI1433766	1002457	= 	.91	uM	EPICHEM
DNDI1433766	1000461	= 	.36	uM	EPICHEM
DNDI1433766	1003108	> 	100	uM	EPICHEM
DNDI1433767	1000461	> 	1	uM	EPICHEM
DNDI1433767	1002457	> 	1	uM	EPICHEM
DNDI1433767	1003108	> 	100	uM	EPICHEM
DNDI1433769	1003108	> 	100	uM	EPICHEM
DNDI1433769	1002457	> 	1	uM	EPICHEM
DNDI1433769	1000461	= 	.64	uM	EPICHEM
DNDI1433770	1003108	= 	92.42	uM	EPICHEM
DNDI1433770	1002457	= 	.86	uM	EPICHEM
DNDI1433770	1000461	= 	.25	uM	EPICHEM
DNDI1433771	1003108	> 	100	uM	EPICHEM
DNDI1433771	1002457	> 	1	uM	EPICHEM
DNDI1433771	1000461	= 	.68	uM	EPICHEM
DNDI1433772	1000461	= 	.25	uM	EPICHEM
DNDI1433772	1002457	= 	.87	uM	EPICHEM
DNDI1433772	1003108	> 	100	uM	EPICHEM
DNDI1433773	1003108	> 	100	uM	EPICHEM
DNDI1433773	1002457	= 	.72	uM	EPICHEM
DNDI1433773	1000461	= 	.2	uM	EPICHEM
DNDI1433774	1003108	= 	55.94	uM	EPICHEM
DNDI1433774	1002457	= 	.9	uM	EPICHEM
DNDI1433774	1000461	= 	.26	uM	EPICHEM
DNDI1433775	1003108	> 	100	uM	EPICHEM
DNDI1433775	1002457	= 	.28	uM	EPICHEM
DNDI1433775	1000461	= 	.15	uM	EPICHEM
DNDI1433776	1003108	> 	100	uM	EPICHEM
DNDI1433776	1002457	> 	1	uM	EPICHEM
DNDI1433776	1000461	> 	1	uM	EPICHEM
DNDI1433777	1000461	= 	.55	uM	EPICHEM
DNDI1433777	1002457	= 	.88	uM	EPICHEM
DNDI1433777	1003108	= 	62.27	uM	EPICHEM
DNDI1433778	1000461	= 	.027	uM	EPICHEM
DNDI1433778	1002457	= 	.068	uM	EPICHEM
DNDI1433778	1003108	= 	47.76	uM	EPICHEM
DNDI1433779	1003108	> 	100	uM	EPICHEM
DNDI1433779	1002457	= 	.28	uM	EPICHEM
DNDI1433779	1000461	= 	.13	uM	EPICHEM
DNDI1434919	1000461	= 	.16	uM	EPICHEM
DNDI1434919	1002457	= 	.4	uM	EPICHEM
DNDI1434919	1003108	= 	84.01	uM	EPICHEM
DNDI1434920	1003108	= 	62.7	uM	EPICHEM
DNDI1434920	1000461	= 	.078	uM	EPICHEM
DNDI1434920	1002457	= 	.27	uM	EPICHEM
DNDI1434921	1003108	= 	59.84	uM	EPICHEM
DNDI1434921	1002457	= 	.19	uM	EPICHEM
DNDI1434921	1000461	= 	.065	uM	EPICHEM
DNDI1434922	1000461	= 	.047	uM	EPICHEM
DNDI1434922	1002457	= 	.14	uM	EPICHEM
DNDI1434922	1003108	> 	100	uM	EPICHEM
DNDI1434923	1000461	= 	.0085	uM	EPICHEM
DNDI1434923	1002457	= 	.039	uM	EPICHEM
DNDI1434923	1003108	= 	42.7	uM	EPICHEM
DNDI1434924	1000461	= 	.23	uM	EPICHEM
DNDI1434924	1002457	= 	.72	uM	EPICHEM
DNDI1434924	1003108	> 	100	uM	EPICHEM
DNDI1434925	1002457	> 	1	uM	EPICHEM
DNDI1434925	1000461	> 	1	uM	EPICHEM
DNDI1434925	1003108	> 	100	uM	EPICHEM
DNDI1434926	1000461	= 	.26	uM	EPICHEM
DNDI1434926	1002457	= 	.65	uM	EPICHEM
DNDI1434926	1003108	> 	100	uM	EPICHEM
DNDI1434927	1000461	= 	.21	uM	EPICHEM
DNDI1434927	1002457	= 	.71	uM	EPICHEM
DNDI1434927	1003108	> 	100	uM	EPICHEM
DNDI1434928	1002457	= 	.87	uM	EPICHEM
DNDI1434928	1000461	= 	.23	uM	EPICHEM
DNDI1434928	1003108	= 	84.8	uM	EPICHEM
DNDI1434929	1003108	> 	100	uM	EPICHEM
DNDI1434929	1000461	= 	.85	uM	EPICHEM
DNDI1434929	1002457	= 	4.83	uM	EPICHEM
DNDI1434930	1003108	> 	100	uM	EPICHEM
DNDI1434930	1000461	= 	.32	uM	EPICHEM
DNDI1434930	1002457	= 	.92	uM	EPICHEM
DNDI1434931	1003108	> 	100	uM	EPICHEM
DNDI1434931	1000461	= 	.5	uM	EPICHEM
DNDI1434931	1002457	= 	.92	uM	EPICHEM
DNDI1434932	1002457	= 	.85	uM	EPICHEM
DNDI1434932	1003108	= 	56.32	uM	EPICHEM
DNDI1434932	1000461	= 	.065	uM	EPICHEM
DNDI1434933	1002457	= 	7.54	uM	EPICHEM
DNDI1434933	1000461	= 	.88	uM	EPICHEM
DNDI1434933	1003108	> 	100	uM	EPICHEM
DNDI1434934	1003108	= 	62.98	uM	EPICHEM
DNDI1434934	1000461	= 	.22	uM	EPICHEM
DNDI1434934	1002457	= 	.62	uM	EPICHEM
DNDI1434935	1003108	= 	29.04	uM	EPICHEM
DNDI1434935	1000461	= 	.13	uM	EPICHEM
DNDI1434935	1002457	= 	.46	uM	EPICHEM
DNDI1434936	1003108	= 	56.98	uM	EPICHEM
DNDI1434936	1000461	= 	.29	uM	EPICHEM
DNDI1434936	1002457	> 	1	uM	EPICHEM
DNDI1434937	1003108	= 	54.93	uM	EPICHEM
DNDI1434937	1002457	= 	.78	uM	EPICHEM
DNDI1434937	1000461	= 	.31	uM	EPICHEM
DNDI1434938	1003108	= 	18.88	uM	EPICHEM
DNDI1434938	1000461	= 	.7	uM	EPICHEM
DNDI1434938	1002457	> 	1	uM	EPICHEM
DNDI1434939	1003108	= 	18.37	uM	EPICHEM
DNDI1434939	1000461	= 	.52	uM	EPICHEM
DNDI1434939	1002457	> 	1	uM	EPICHEM
DNDI1434940	1003108	= 	43.49	uM	EPICHEM
DNDI1434940	1000461	= 	.02	uM	EPICHEM
DNDI1434940	1002457	= 	.094	uM	EPICHEM
DNDI1434941	1002457	> 	1	uM	EPICHEM
DNDI1434941	1000461	= 	.59	uM	EPICHEM
DNDI1434941	1003108	= 	18.12	uM	EPICHEM
DNDI1434942	1000461	= 	.25	uM	EPICHEM
DNDI1434942	1003108	> 	100	uM	EPICHEM
DNDI1434942	1002457	> 	1	uM	EPICHEM
DNDI1434943	1002457	> 	1	uM	EPICHEM
DNDI1434943	1000461	= 	.66	uM	EPICHEM
DNDI1434943	1003108	> 	100	uM	EPICHEM
DNDI1434943	1003108	> 	100	uM	EPICHEM
DNDI1434943	1000461	= 	.575	uM	EPICHEM
DNDI1434943	1002457	= 	1.29	uM	EPICHEM
DNDI1434944	1003108	= 	63.94	uM	EPICHEM
DNDI1434944	1000461	= 	.024	uM	EPICHEM
DNDI1434944	1002457	= 	.42	uM	EPICHEM
DNDI1434945	1003108	> 	100	uM	EPICHEM
DNDI1434945	1000461	= 	1.04	uM	EPICHEM
DNDI1434945	1002457	= 	7.6	uM	EPICHEM
DNDI1434946	1002457	= 	6.47	uM	EPICHEM
DNDI1434946	1000461	= 	1.14	uM	EPICHEM
DNDI1434946	1003108	> 	100	uM	EPICHEM
DNDI1434947	1002457	> 	1	uM	EPICHEM
DNDI1434947	1000461	= 	.49	uM	EPICHEM
DNDI1434947	1003108	> 	100	uM	EPICHEM
DNDI1434948	1002457	> 	1	uM	EPICHEM
DNDI1434948	1000461	= 	.72	uM	EPICHEM
DNDI1434948	1003108	> 	100	uM	EPICHEM
DNDI1434949	1000461	= 	.75	uM	EPICHEM
DNDI1434949	1002457	= 	3.54	uM	EPICHEM
DNDI1434949	1003108	> 	100	uM	EPICHEM
DNDI1434950	1000461	= 	1.89	uM	EPICHEM
DNDI1434950	1002457	= 	5.42	uM	EPICHEM
DNDI1434950	1003108	> 	100	uM	EPICHEM
DNDI1434951	1000461	= 	.85	uM	EPICHEM
DNDI1434951	1002457	> 	1	uM	EPICHEM
DNDI1434951	1003108	= 	25.54	uM	EPICHEM
DNDI1434952	1000461	> 	1	uM	EPICHEM
DNDI1434952	1002457	> 	1	uM	EPICHEM
DNDI1434952	1003108	= 	29.45	uM	EPICHEM
DNDI1434953	1000461	> 	1	uM	EPICHEM
DNDI1434953	1002457	> 	1	uM	EPICHEM
DNDI1434953	1003108	= 	34.3	uM	EPICHEM
DNDI1434954	1000461	= 	1.38	uM	EPICHEM
DNDI1434954	1002457	= 	4.98	uM	EPICHEM
DNDI1434954	1003108	> 	100	uM	EPICHEM
DNDI1434955	1003108	= 	67.68	uM	EPICHEM
DNDI1434955	1000461	= 	.47	uM	EPICHEM
DNDI1434955	1002457	= 	.88	uM	EPICHEM
DNDI1434956	1003108	> 	100	uM	EPICHEM
DNDI1434956	1000461	= 	.7	uM	EPICHEM
DNDI1434956	1002457	> 	1	uM	EPICHEM
DNDI1434957	1003108	= 	63.64	uM	EPICHEM
DNDI1434957	1000461	= 	.46	uM	EPICHEM
DNDI1434957	1002457	= 	.9	uM	EPICHEM
DNDI1434958	1002457	= 	.76	uM	EPICHEM
DNDI1434958	1000461	= 	.27	uM	EPICHEM
DNDI1434958	1003108	= 	66.89	uM	EPICHEM
DNDI1434959	1003108	> 	100	uM	EPICHEM
DNDI1434959	1000461	> 	1	uM	EPICHEM
DNDI1434959	1002457	> 	1	uM	EPICHEM
DNDI1434960	1003108	> 	100	uM	EPICHEM
DNDI1434960	1000461	> 	1	uM	EPICHEM
DNDI1434960	1002457	> 	1	uM	EPICHEM
DNDI1434961	1003108	> 	100	uM	EPICHEM
DNDI1434961	1000461	> 	1	uM	EPICHEM
DNDI1434961	1002457	> 	1	uM	EPICHEM
DNDI1434962	1000461	= 	.55	uM	EPICHEM
