smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,ASSAY_TYPE,ASSAY_STRAIN,TARGET_TYPE,DOSE,timepoint_unit,SUPPLIER,ASSAY_SOP
N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3cscn3)CC2)cc1,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3cscn3)CC2)cc1,.,= ,0.2975,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)n(C)n1,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)n(C)n1,.,= ,0.058,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)n(C)n1,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)n(C)n1,.,= ,0.1305,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)n(C)n1,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)n(C)n1,.,= ,0.0975,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)n(C)n1,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)n(C)n1,.,= ,0.0465,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1nocc1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,Cc1nocc1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,.,= ,0.055,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1nocc1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,Cc1nocc1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,.,= ,0.101,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1noc(C)c1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,.,= ,0.1045,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1noc(C)c1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,.,= ,0.0515,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)no1,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)no1,.,= ,0.05,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)no1,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)no1,.,= ,0.103,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1nc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)co1,Cc1nc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)co1,.,= ,0.272,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1nc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)co1,Cc1nc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)co1,.,= ,0.1145,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1ncoc1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,Cc1ncoc1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,.,= ,0.3195,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1ncoc1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,Cc1ncoc1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,.,= ,0.183,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)[nH]n1,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)[nH]n1,.,= ,0.2355,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)[nH]n1,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)[nH]n1,.,= ,0.67,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3nccs3)CC2)cc1,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3nccs3)CC2)cc1,.,= ,0.1385,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3nccs3)CC2)cc1,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3nccs3)CC2)cc1,.,= ,0.3585,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)(C)C(=O)N1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,.,= ,0.6955,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)(C)C(=O)N1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,.,= ,0.254,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1ncsc1C(=O)N1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1,.,= ,0.513,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
N#Cc1ccc(C(c2cccnc2)N2CCN(c3nccs3)CC2)cc1,N#Cc1ccc(C(c2cccnc2)N2CCN(c3nccs3)CC2)cc1,.,= ,0.0495,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
N#Cc1ccc(C(c2cccnc2)N2CCN(c3nccs3)CC2)cc1,N#Cc1ccc(C(c2cccnc2)N2CCN(c3nccs3)CC2)cc1,.,= ,0.159,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1noc(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.046,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1noc(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.02,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1noc(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.0365,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1noc(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.096,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,.,= ,3.256,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,.,= ,8.681,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,.,= ,50.32,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=C(c1ccno1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccno1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.09,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(c1ccno1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccno1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.2705,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(C1CCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,O=C(C1CCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,.,= ,0.4125,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(C1CCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,O=C(C1CCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,.,= ,0.868,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(c1nccs1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1nccs1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.455,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(c1nccs1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1nccs1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.057,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1nc(C)c(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)s1,Cc1nc(C)c(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)s1,.,= ,0.2155,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1nc(C)c(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)s1,Cc1nc(C)c(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)s1,.,= ,0.6575,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1oncc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1oncc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.0695,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1oncc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1oncc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.4695,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccno3)CC2)cc1,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccno3)CC2)cc1,.,= ,0.2195,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccno3)CC2)cc1,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccno3)CC2)cc1,.,= ,0.671,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)on1,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)on1,.,= ,0.6885,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)on1,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)on1,.,= ,0.1965,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1nc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)co1,Cc1nc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)co1,.,= ,0.5905,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1nc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)co1,Cc1nc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)co1,.,= ,0.9685,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)n(C)n1,Cc1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)n(C)n1,.,= ,0.2635,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)n(C)n1,Cc1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)n(C)n1,.,= ,0.773,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1nc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cs1,Cc1nc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cs1,.,= ,0.3265,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1nc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cs1,Cc1nc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cs1,.,= ,0.8075,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1nocc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1nocc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.5845,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1nocc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1nocc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.1645,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)on1,Cc1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)on1,.,= ,0.779,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)on1,Cc1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)on1,.,= ,0.363,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Nc1nc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)no1,Nc1nc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)no1,.,= ,0.0365,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Nc1nc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)no1,Nc1nc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)no1,.,= ,0.092,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Nc1nc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)no1,Nc1nc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)no1,.,= ,57.83,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1,CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1,.,= ,0.0275,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1,CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1,.,= ,0.0825,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1,CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1,.,= ,76.85,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Cc1noc(N2CCN(C(c3cncnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1,Cc1noc(N2CCN(C(c3cncnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1,.,= ,0.2815,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1noc(N2CCN(C(c3cncnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1,Cc1noc(N2CCN(C(c3cncnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1,.,= ,0.126,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1noc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1,Cc1noc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1,.,= ,51.17,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Cc1noc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1,Cc1noc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1,.,= ,0.033,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1noc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1,Cc1noc(N2CCN(C(c3cccnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1,.,= ,0.0165,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)(C)OC(=O)N1CCN(C(c2cccnc2)c2ccc(C#N)cc2F)CC1,CC(C)(C)OC(=O)N1CCN(C(c2cccnc2)c2ccc(C#N)cc2F)CC1,.,= ,0.94,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)(C)OC(=O)N1CCN(C(c2cccnc2)c2ccc(C#N)cc2F)CC1,CC(C)(C)OC(=O)N1CCN(C(c2cccnc2)c2ccc(C#N)cc2F)CC1,.,= ,0.532,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)(C)OC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cncs2)CC1,CC(C)(C)OC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cncs2)CC1,.,= ,0.007,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)(C)OC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cncs2)CC1,CC(C)(C)OC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cncs2)CC1,.,= ,61.26,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)(C)OC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cncs2)CC1,CC(C)(C)OC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cncs2)CC1,.,= ,0.0195,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)(C)C(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1,CC(C)(C)C(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1,.,= ,0.0235,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)(C)C(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1,CC(C)(C)C(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1,.,= ,0.0685,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
