smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,ASSAY_TYPE,ASSAY_STRAIN,TARGET_TYPE,DOSE,timepoint_unit,SUPPLIER,ASSAY_SOP
O=S(=O)(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)C1CCCCC1,O=S(=O)(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)C1CCCCC1,.,= ,84.95,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(C(F)(F)F)cc1,O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(C(F)(F)F)cc1,.,= ,0.59,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(C(F)(F)F)cc1,O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(C(F)(F)F)cc1,.,= ,61.2,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(Cl)cc1,O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(Cl)cc1,.,= ,0.86,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(Cl)cc1,O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(Cl)cc1,.,= ,61.77,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=C(Cc1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,O=C(Cc1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,0.54,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(Cc1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,O=C(Cc1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,0.95,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(Cc1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,O=C(Cc1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,70.48,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)(C)OC(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CC(C)(C)OC(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,0.26,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)(C)OC(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CC(C)(C)OC(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,0.076,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)(C)OC(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CC(C)(C)OC(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,73.29,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CCS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CCS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.85,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CCS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CCS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.26,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)C(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CC(C)C(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.37,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)C(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CC(C)C(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.94,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=S(=O)(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,O=S(=O)(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.066,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=S(=O)(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,O=S(=O)(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.32,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CN(C)C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,CN(C)C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,.,= ,0.18,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CN(C)C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,CN(C)C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,.,= ,0.41,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,O=C(O)CC(O)(CC(=O)O)C(=O)O,= ,0.085,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,O=C(O)CC(O)(CC(=O)O)C(=O)O,= ,0.38,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,O=C(O)CC(O)(CC(=O)O)C(=O)O,= ,0.1673333,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,O=C(O)CC(O)(CC(=O)O)C(=O)O,= ,0.0453333,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CS(=O)(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1.Cl,CS(=O)(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,Cl,= ,0.94,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CS(=O)(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1.Cl,CS(=O)(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,Cl,= ,0.45,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1.Cl,CC(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,Cl,= ,3.17,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1.Cl,CC(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,Cl,= ,1.44,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,3.02,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,1.22,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CS(=O)(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CS(=O)(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,0.91,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CS(=O)(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CS(=O)(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,0.36,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cl.O=C(C1CC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,O=C(C1CC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,Cl,= ,0.64,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cl.O=C(C1CCCCC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,O=C(C1CCCCC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,Cl,= ,92.42,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Cl.O=C(C1CCCCC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,O=C(C1CCCCC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,Cl,= ,0.86,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cl.O=C(C1CCCCC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,O=C(C1CCCCC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,Cl,= ,0.25,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)C(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CC(C)C(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,O=C(O)CC(O)(CC(=O)O)C(=O)O,= ,0.68,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)C1CCCCC1,O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)C1CCCCC1,.,= ,0.25,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)C1CCCCC1,O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)C1CCCCC1,.,= ,0.87,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cl.O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccccc1,O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccccc1,Cl,= ,0.72,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cl.O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccccc1,O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccccc1,Cl,= ,0.2,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=S(=O)(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccccc1,O=S(=O)(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccccc1,.,= ,55.94,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=S(=O)(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccccc1,O=S(=O)(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccccc1,.,= ,0.9,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=S(=O)(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccccc1,O=S(=O)(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccccc1,.,= ,0.26,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CCN(CC)C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,CCN(CC)C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,.,= ,0.28,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CCN(CC)C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,CCN(CC)C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,.,= ,0.15,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CC(C)CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,0.55,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CC(C)CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,0.88,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CC(C)CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,62.27,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)(C)OC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)OC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.027,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)(C)OC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)OC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.068,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)(C)OC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)OC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,47.76,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)(C)OC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CC(C)(C)OC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.28,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)(C)OC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CC(C)(C)OC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.13,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(NCc1ccccc1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,O=C(NCc1ccccc1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,.,= ,0.16,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(NCc1ccccc1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,O=C(NCc1ccccc1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,.,= ,0.4,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(NCc1ccccc1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,O=C(NCc1ccccc1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,.,= ,84.01,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Fc1cc(Cl)ccc1C(c1cncnc1)N1CCN(c2ccccc2)CC1,Fc1cc(Cl)ccc1C(c1cncnc1)N1CCN(c2ccccc2)CC1,.,= ,62.7,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Fc1cc(Cl)ccc1C(c1cncnc1)N1CCN(c2ccccc2)CC1,Fc1cc(Cl)ccc1C(c1cncnc1)N1CCN(c2ccccc2)CC1,.,= ,0.078,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Fc1cc(Cl)ccc1C(c1cncnc1)N1CCN(c2ccccc2)CC1,Fc1cc(Cl)ccc1C(c1cncnc1)N1CCN(c2ccccc2)CC1,.,= ,0.27,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
COc1ccccc1N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,COc1ccccc1N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,.,= ,59.84,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
COc1ccccc1N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,COc1ccccc1N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,.,= ,0.19,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
COc1ccccc1N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,COc1ccccc1N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,.,= ,0.065,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CCS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,CCS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.047,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CCS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,CCS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.14,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=S(=O)(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,O=S(=O)(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.0085,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=S(=O)(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,O=S(=O)(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.039,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=S(=O)(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,O=S(=O)(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,42.7,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)S(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CC(C)S(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.23,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)S(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CC(C)S(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.72,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)(C)OC(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1,CC(C)(C)OC(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.26,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)(C)OC(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1,CC(C)(C)OC(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.65,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)(C)OC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,CC(C)(C)OC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.21,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)(C)OC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,CC(C)(C)OC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.71,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C1OC(c2ccc(Cl)cc2)(c2cccnc2)c2ccccc21,O=C1OC(c2ccc(Cl)cc2)(c2cccnc2)c2ccccc21,.,= ,0.87,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
