COMPOUND_ID	ASSAY_ID	STATUS	VALUE	UNIT	SUPPLIER
DNDI1007360	1000986	>	5	ug/ml	SCYNEXIS
DNDI1007360	1000986	>	5	ug/ml	SCYNEXIS
DNDI1007361	1005759	>	10	ug/ml	SCYNEXIS
DNDI1007361	1000986	>	5	ug/ml	SCYNEXIS
DNDI1007361	1000986	>	5	ug/ml	SCYNEXIS
DNDI1007362	1005759	=	6.03	ug/ml	SCYNEXIS
DNDI1007362	1000986	=	1.6	ug/ml	SCYNEXIS
DNDI1007362	1000986	=	.89	ug/ml	SCYNEXIS
DNDI1007363	1005759	=	6.2	ug/ml	SCYNEXIS
DNDI1007363	1000986	=	2.01	ug/ml	SCYNEXIS
DNDI1007363	1000986	=	1.48	ug/ml	SCYNEXIS
DNDI1007364	1006731	=	57.37	%	SCYNEXIS
DNDI1007364	1006729	=	3.27	%	SCYNEXIS
DNDI1007364	1000249	=	4.69	none	SCYNEXIS
DNDI1007364	1004748	=	100	uM	SCYNEXIS
DNDI1007364	1000986	=	.19	ug/ml	SCYNEXIS
DNDI1007364	1000986	=	.21	ug/ml	SCYNEXIS
DNDI1007364	1005451	=	23	uL/min/mg	SCYNEXIS
DNDI1007364	1005454	=	37	Min	SCYNEXIS
DNDI1007364	1005759	=	4.21	ug/ml	SCYNEXIS
DNDI1007364	1006853	=	10	day	SCYNEXIS
DNDI1007364	1005350	=	7	day	SCYNEXIS
DNDI1007365	1006729	=	.168711656441718	%	SCYNEXIS
DNDI1007365	1006731	=	18.68	%	SCYNEXIS
DNDI1007365	1000986	R		ug/ml	SCYNEXIS
DNDI1007365	1000986	=	.32	ug/ml	SCYNEXIS
DNDI1007365	1000249	>	5.2	none	SCYNEXIS
DNDI1007365	1005454	=	13	Min	SCYNEXIS
DNDI1007365	1005451	=	65	uL/min/mg	SCYNEXIS
DNDI1007365	1005759	=	1.62	ug/ml	SCYNEXIS
DNDI1007365	1004748	=	6	uM	SCYNEXIS
DNDI1007365	1004693	=	4.5	day	SCYNEXIS
DNDI1007366	1000986	R		ug/ml	SCYNEXIS
DNDI1007366	1000986	=	3.05	ug/ml	SCYNEXIS
DNDI1007366	1005759	=	2.63	ug/ml	SCYNEXIS
DNDI1007367	1000986	>	5	ug/ml	SCYNEXIS
DNDI1007367	1000986	>	5	ug/ml	SCYNEXIS
DNDI1007367	1005759	=	7.38	ug/ml	SCYNEXIS
DNDI1007368	1005759	=	3.13	ug/ml	SCYNEXIS
DNDI1007368	1000986	=	3.36	ug/ml	SCYNEXIS
DNDI1007368	1000986	=	.66	ug/ml	SCYNEXIS
DNDI1007368	1000986	=	2.58	ug/ml	SCYNEXIS
DNDI1007368	1005451	=	16	ul/min/mg	SCYNEXIS
DNDI1007368	1005454	=	53	min	SCYNEXIS
DNDI1007368	1000986	=	3.26	ug/ml	SCYNEXIS
DNDI1007369	1000986	=	.66	ug/ml	SCYNEXIS
DNDI1007369	1000986	=	4.38	ug/ml	SCYNEXIS
DNDI1007369	1000986	=	1.99	ug/ml	SCYNEXIS
DNDI1007369	1000986	=	1.52	ug/ml	SCYNEXIS
DNDI1007369	1005759	>	10	ug/ml	SCYNEXIS
DNDI1007370	1000986	=	2.54	ug/ml	SCYNEXIS
DNDI1007370	1000986	=	2.74	ug/ml	SCYNEXIS
DNDI1007370	1000986	=	2.99	ug/ml	SCYNEXIS
DNDI1007370	1000986	=	.89	ug/ml	SCYNEXIS
DNDI1007370	1005451	=	66	uL/min/mg	SCYNEXIS
DNDI1007370	1005454	=	13	Min	SCYNEXIS
DNDI1007370	1005759	>	10	ug/ml	SCYNEXIS
DNDI1007371	1005451	=	143.33	uL/min/mg	SCYNEXIS
DNDI1007371	1005454	=	5.93	Min	SCYNEXIS
DNDI1007371	1000986	R		ug/ml	SCYNEXIS
DNDI1007371	1000249	=	3.09	none	SCYNEXIS
DNDI1007371	1000986	=	.67	ug/ml	SCYNEXIS
DNDI1007371	1005759	>	10	ug/ml	SCYNEXIS
DNDI1007371	1004748	=	50	uM	SCYNEXIS
DNDI1007372	1000986	R		ug/ml	SCYNEXIS
DNDI1007372	1000986	=	1.41	ug/ml	SCYNEXIS
DNDI1007372	1005759	=	5.81	ug/ml	SCYNEXIS
DNDI1007373	1000986	=	1.31	ug/ml	SCYNEXIS
DNDI1007373	1006729	=	0	%	SCYNEXIS
DNDI1007373	1006731	=	0	%	SCYNEXIS
DNDI1007373	1000986	=	1.26	ug/ml	SCYNEXIS
DNDI1007373	1000986	=	2.74	ug/ml	SCYNEXIS
DNDI1007373	1000249	=	3.67	none	SCYNEXIS
DNDI1007373	1004693	=	5	day	SCYNEXIS
DNDI1007373	1005412	=	5	day	SCYNEXIS
DNDI1007373	1005759	=	8.11	ug/ml	SCYNEXIS
DNDI1007373	1005451	=	319	uL/min/mg	SCYNEXIS
DNDI1007373	1004748	=	25	uM	SCYNEXIS
DNDI1007373	1005454	=	3	Min	SCYNEXIS
DNDI1007373	1000986	=	.55	ug/ml	SCYNEXIS
DNDI1007374	1005759	=	3.91	ug/ml	SCYNEXIS
DNDI1007374	1000986	=	1.24	ug/ml	SCYNEXIS
DNDI1007374	1000986	=	4.45	ug/ml	SCYNEXIS
DNDI1007374	1000986	>	5	ug/ml	SCYNEXIS
DNDI1007374	1000986	>	5	ug/ml	SCYNEXIS
DNDI100824	122428	=	7	%	SCYNEXIS
DNDI100834	122428	=	2	%	SCYNEXIS
DNDI100836	122428	=	5	%	SCYNEXIS
DNDI100841	122428	=	10	%	SCYNEXIS
DNDI100844	122428	=	-7	%	SCYNEXIS
DNDI100846	122428	=	0	%	SCYNEXIS
DNDI100866	122428	=	5	%	SCYNEXIS
DNDI100874	122428	=	-3	%	SCYNEXIS
DNDI100892	122428	=	35	%	SCYNEXIS
DNDI100896	122428	=	1	%	SCYNEXIS
DNDI100901	122428	=	99	%	SCYNEXIS
DNDI100901	1004728	>	50	ug/ml	SCYNEXIS
DNDI100901	1000986	=	.9	ug/ml	SCYNEXIS
DNDI100911	122428	=	-14	%	SCYNEXIS
DNDI100915	1000986	=	2.5	ug/ml	SCYNEXIS
DNDI100915	122428	=	99	%	SCYNEXIS
DNDI100928	122428	=	99	%	SCYNEXIS
DNDI100928	1004728	>	50	ug/ml	SCYNEXIS
DNDI100928	1000986	=	1.08	ug/ml	SCYNEXIS
DNDI100931	122428	=	98	%	SCYNEXIS
DNDI100931	1000986	=	1.3	ug/ml	SCYNEXIS
DNDI100934	122428	=	98	%	SCYNEXIS
DNDI100934	1000986	=	1.23	ug/ml	SCYNEXIS
DNDI100936	1004728	=	30.8	ug/ml	SCYNEXIS
DNDI100936	1000986	=	1.2	ug/ml	SCYNEXIS
DNDI100936	122428	=	93	%	SCYNEXIS
DNDI100946	122428	=	-8	%	SCYNEXIS
DNDI100949	1000986	=	2.1	ug/ml	SCYNEXIS
DNDI100949	122428	=	80	%	SCYNEXIS
DNDI100952	122428	=	50	%	SCYNEXIS
DNDI100955	122428	=	100	%	SCYNEXIS
DNDI100955	1000986	=	2.64	ug/ml	SCYNEXIS
DNDI100956	122428	=	-11	%	SCYNEXIS
DNDI100961	122428	=	23	%	SCYNEXIS
DNDI100966	122428	=	31	%	SCYNEXIS
DNDI100974	122428	=	-2	%	SCYNEXIS
