COMPOUND_ID	ASSAY_ID	STATUS	VALUE	UNIT	SUPPLIER
DNDI105389	122428	=	7	%	SCYNEXIS
DNDI105390	122428	=	-12	%	SCYNEXIS
DNDI105399	122428	=	8	%	SCYNEXIS
DNDI105414	122428	=	13	%	SCYNEXIS
DNDI105419	122428	=	15	%	SCYNEXIS
DNDI105424	122428	=	24	%	SCYNEXIS
DNDI105454	122428	=	10	%	SCYNEXIS
DNDI105481	122428	=	7	%	SCYNEXIS
DNDI105496	122428	=	13	%	SCYNEXIS
DNDI105517	122428	=	9	%	SCYNEXIS
DNDI105520	122428	=	7	%	SCYNEXIS
DNDI105560	122428	=	16	%	SCYNEXIS
DNDI105568	122428	=	13	%	SCYNEXIS
DNDI105592	122428	=	9	%	SCYNEXIS
DNDI105595	122428	=	12	%	SCYNEXIS
DNDI105598	122428	=	7	%	SCYNEXIS
DNDI105601	122428	=	7	%	SCYNEXIS
DNDI105604	122428	=	9	%	SCYNEXIS
DNDI105613	122428	=	7	%	SCYNEXIS
DNDI105640	122428	=	7	%	SCYNEXIS
DNDI105658	122428	=	12	%	SCYNEXIS
DNDI105661	122428	=	7	%	SCYNEXIS
DNDI105664	122428	=	14	%	SCYNEXIS
DNDI105667	122428	=	12	%	SCYNEXIS
DNDI105670	122428	=	6	%	SCYNEXIS
DNDI105686	122428	=	4	%	SCYNEXIS
DNDI105700	122428	=	19	%	SCYNEXIS
DNDI105701	122428	=	13	%	SCYNEXIS
DNDI1092071	1005759	>	10	ug/ml	SCYNEXIS
DNDI1092071	1000986	>	5	ug/ml	SCYNEXIS
DNDI1092072	1005759	>	10	ug/ml	SCYNEXIS
DNDI1092072	1000986	>	5	ug/ml	SCYNEXIS
DNDI1092088	1005759	>	10	ug/ml	SCYNEXIS
DNDI1092088	1000986	>	5	ug/ml	SCYNEXIS
DNDI1092089	1005759	=	6.24	ug/ml	SCYNEXIS
DNDI1092089	1000986	>	5	ug/ml	SCYNEXIS
DNDI1092090	1005759	>	10	ug/ml	SCYNEXIS
DNDI1092090	1000986	>	5	ug/ml	SCYNEXIS
DNDI1092148	1000986	>	5	ug/ml	SCYNEXIS
DNDI1092148	1005759	>	10	ug/ml	SCYNEXIS
DNDI1092149	1005759	>	10	ug/ml	SCYNEXIS
DNDI1092149	1000986	>	5	ug/ml	SCYNEXIS
DNDI1092185	1005759	=	5.23	ug/ml	SCYNEXIS
DNDI1092185	1000986	>	5	ug/ml	SCYNEXIS
DNDI1092186	1005454	=	73	min	SCYNEXIS
DNDI1092186	1005451	=	12	ul/min/mg	SCYNEXIS
DNDI1092186	1004748	=	2	uM	SCYNEXIS
DNDI1092186	1000249	=	4.64	none	SCYNEXIS
DNDI1092186	1005759	=	2.9	ug/ml	SCYNEXIS
DNDI1092186	1000986	=	.31	ug/ml	SCYNEXIS
DNDI1092187	1000986	=	.14	ug/ml	SCYNEXIS
DNDI1092187	1005759	=	1.21	ug/ml	SCYNEXIS
DNDI1092187	1000249	=	5.2	none	SCYNEXIS
DNDI1092187	1004748	<	1	uM	SCYNEXIS
DNDI1092187	1005451	=	11	ul/min/mg	SCYNEXIS
DNDI1092187	1005454	=	76	min	SCYNEXIS
DNDI1092188	1006975	=	7	day	SCYNEXIS
DNDI1092188	1005759	=	1.4	ug/ml	SCYNEXIS
DNDI1092188	1005350	=	7	day	SCYNEXIS
DNDI1092188	1000986	=	.07	ug/ml	SCYNEXIS
DNDI1092188	1000249	=	5.07	none	SCYNEXIS
DNDI1092188	1004748	<	1	uM	SCYNEXIS
DNDI1092188	1005451	=	9	ul/min/mg	SCYNEXIS
DNDI1092188	1005454	=	96	min	SCYNEXIS
DNDI1092189	1000249	=	4.89	none	SCYNEXIS
DNDI1092189	1005759	=	3.87	ug/ml	SCYNEXIS
DNDI1092189	1000986	=	.84	ug/ml	SCYNEXIS
DNDI1092189	1005451	=	33	ul/min/mg	SCYNEXIS
DNDI1092189	1005454	=	26	min	SCYNEXIS
DNDI1092189	1004748	<	1	uM	SCYNEXIS
DNDI1092190	1005454	=	15	min	SCYNEXIS
DNDI1092190	1005451	=	55	ul/min/mg	SCYNEXIS
DNDI1092190	1004748	=	1	uM	SCYNEXIS
DNDI1092190	1000249	=	4.97	none	SCYNEXIS
DNDI1092190	1005759	=	4.87	ug/ml	SCYNEXIS
DNDI1092190	1000986	=	.79	ug/ml	SCYNEXIS
DNDI1094179	1005454	=	41	min	SCYNEXIS
DNDI1094179	1005451	=	21	ul/min/mg	SCYNEXIS
DNDI1094179	1000986	=	.47	ug/ml	SCYNEXIS
DNDI1094179	1005759	=	1.67	ug/ml	SCYNEXIS
DNDI1094180	1005454	=	22	min	SCYNEXIS
DNDI1094180	1005451	=	39	ul/min/mg	SCYNEXIS
DNDI1094180	1000986	=	.39	ug/ml	SCYNEXIS
DNDI1094180	1005759	=	.72	ug/ml	SCYNEXIS
DNDI1094181	1005759	=	1.74	ug/ml	SCYNEXIS
DNDI1094181	1000249	=	4.16	none	SCYNEXIS
DNDI1094181	1004748	=	2	uM	SCYNEXIS
DNDI1094181	1000986	=	.59	ug/ml	SCYNEXIS
DNDI1094181	1005451	=	188	ul/min/mg	SCYNEXIS
DNDI1094181	1005454	=	5	min	SCYNEXIS
DNDI1094182	1005454	=	64	min	SCYNEXIS
DNDI1094182	1005451	=	13	ul/min/mg	SCYNEXIS
DNDI1094182	1000986	=	.31	ug/ml	SCYNEXIS
DNDI1094182	1005759	=	1.27	ug/ml	SCYNEXIS
DNDI1094326	1005759	>	10	ug/ml	SCYNEXIS
DNDI1094326	1000986	=	3.76	ug/ml	SCYNEXIS
DNDI1094346	1005759	>	10	ug/ml	SCYNEXIS
DNDI1094346	1000986	=	4.22	ug/ml	SCYNEXIS
DNDI1094347	1005759	>	10	ug/ml	SCYNEXIS
DNDI1094347	1000986	=	4.46	ug/ml	SCYNEXIS
DNDI1094366	1005759	>	10	ug/ml	SCYNEXIS
DNDI1094366	1000986	>	5	ug/ml	SCYNEXIS
DNDI1094367	1000986	=	2.58	ug/ml	SCYNEXIS
DNDI1094367	1005759	>	10	ug/ml	SCYNEXIS
DNDI1095369	1000986	>	5	ug/ml	SCYNEXIS
DNDI1095369	1005759	>	10	ug/ml	SCYNEXIS
DNDI1095447	1000986	>	5	ug/ml	SCYNEXIS
DNDI1095447	1005759	=	9.13	ug/ml	SCYNEXIS
DNDI1099365	1000986	>	5	ug/ml	SCYNEXIS
DNDI1099365	1004748	>	200	uM	SCYNEXIS
DNDI1099365	1005759	>	10	ug/ml	SCYNEXIS
DNDI1099365	1000249	=	4.54	none	SCYNEXIS
DNDI1099386	1004748	>	200	uM	SCYNEXIS
DNDI1099386	1005759	>	10	ug/ml	SCYNEXIS
DNDI1099386	1000249	=	2.34	none	SCYNEXIS
DNDI1099386	1000986	>	5	ug/ml	SCYNEXIS
DNDI1099387	1000986	>	5	ug/ml	SCYNEXIS
DNDI1099387	1000249	=	2.72	none	SCYNEXIS
DNDI1099387	1005759	>	10	ug/ml	SCYNEXIS
DNDI1099387	1004748	>	200	uM	SCYNEXIS
DNDI1099431	1000986	=	.9	ug/ml	SCYNEXIS
DNDI1099431	1005759	=	3.47	ug/ml	SCYNEXIS
DNDI1099432	1000986	=	2.04	ug/ml	SCYNEXIS
DNDI1099432	1005759	=	5.76	ug/ml	SCYNEXIS
DNDI1099433	1005451	=	12	ul/min/mg	SCYNEXIS
DNDI1099433	1005454	=	70	min	SCYNEXIS
DNDI1099433	1000986	=	.3	ug/ml	SCYNEXIS
DNDI1099433	1005759	=	1.42	ug/ml	SCYNEXIS
DNDI1099434	1005759	=	2.07	ug/ml	SCYNEXIS
DNDI1099434	1000986	=	.34	ug/ml	SCYNEXIS
DNDI1099434	1005454	=	313	min	SCYNEXIS
DNDI1099434	1005451	=	3	ul/min/mg	SCYNEXIS
DNDI1099435	1005451	=	25	ul/min/mg	SCYNEXIS
